season,week,celebrity_name,observed_in_data,judge_percent_sim,fan_vote_percent_sim,judge_rank_sim,fan_vote_rank_sim,combined_percent_sim,combined_rank_sum_sim,overall_rank_sim,tag
2,7,Jerry Rice,1,0.2007992007992008,0.27372627372627373,4,2,0.47452547452547456,6,3,rank_bottom2
4,1,Billy Ray Cyrus,1,0.06293706293706294,0.092,11,5,0.15493706293706294,16,11,percent
4,2,Billy Ray Cyrus,1,0.08591408591408592,0.09309309309309309,6,5,0.179007179007179,11,6,percent
4,3,Billy Ray Cyrus,1,0.0960960960960961,0.10179640718562875,6,5,0.19789250328172486,11,7,percent
4,4,Billy Ray Cyrus,1,0.10856122930966904,0.11545639349614414,5,4,0.22401762280581317,9,6,percent
4,5,Billy Ray Cyrus,1,0.09384852067455267,0.12832566108267227,8,4,0.22217418175722492,12,7,percent
4,6,Billy Ray Cyrus,1,0.12387612387612389,0.141,6,4,0.26487612387612386,10,5,percent
4,7,Billy Ray Cyrus,1,0.1228771228771229,0.15515515515515516,6,4,0.27803227803227804,10,5,percent
4,8,Billy Ray Cyrus,1,0.15115115115115116,0.16,5,5,0.31115115115115116,10,5,percent
4,1,Billy Ray Cyrus,1,0.06293706293706294,0.092,11,5,0.15493706293706294,16,8,rank
4,2,Billy Ray Cyrus,1,0.08591408591408592,0.09309309309309309,6,5,0.179007179007179,11,4,rank
4,3,Billy Ray Cyrus,1,0.0960960960960961,0.10179640718562875,6,5,0.19789250328172486,11,5,rank
4,4,Billy Ray Cyrus,1,0.111,0.11311311311311313,5,4,0.22411311311311313,9,4,rank
4,5,Billy Ray Cyrus,1,0.0970970970970971,0.126,7,4,0.2230970970970971,11,5,rank
4,6,Billy Ray Cyrus,1,0.12387612387612389,0.141,6,4,0.26487612387612386,10,5,rank
4,7,Billy Ray Cyrus,1,0.12241015024415998,0.1565365296281415,6,4,0.2789466798723015,10,5,rank
4,8,Billy Ray Cyrus,1,0.15115115115115116,0.16,5,5,0.31115115115115116,10,5,rank
4,1,Billy Ray Cyrus,1,0.06293706293706294,0.092,11,5,0.15493706293706294,16,11,percent_bottom2
4,2,Billy Ray Cyrus,1,0.08591408591408592,0.09309309309309309,6,5,0.179007179007179,11,6,percent_bottom2
4,3,Billy Ray Cyrus,1,0.0966780706400903,0.10172451076270175,6,5,0.19840258140279204,11,7,percent_bottom2
4,4,Billy Ray Cyrus,1,0.10924030619973073,0.11536816321081916,5,4,0.2246084694105499,9,6,percent_bottom2
4,5,Billy Ray Cyrus,1,0.09447020889650681,0.12822106093657917,8,4,0.222691269833086,12,7,percent_bottom2
4,1,Billy Ray Cyrus,1,0.06293706293706294,0.092,11,5,0.15493706293706294,16,8,rank_bottom2
4,2,Billy Ray Cyrus,1,0.08591408591408592,0.09309309309309309,6,5,0.179007179007179,11,4,rank_bottom2
4,3,Billy Ray Cyrus,1,0.0966780706400903,0.10172451076270175,6,5,0.19840258140279204,11,5,rank_bottom2
4,4,Billy Ray Cyrus,1,0.111,0.11311311311311313,5,4,0.22411311311311313,9,4,rank_bottom2
4,5,Billy Ray Cyrus,1,0.09557674936261634,0.1267678101687973,7,4,0.22234455953141363,11,5,rank_bottom2
4,6,Billy Ray Cyrus,1,0.12387612387612389,0.141,6,4,0.26487612387612386,10,5,rank_bottom2
4,7,Billy Ray Cyrus,1,0.12241015024415998,0.1565365296281415,6,4,0.2789466798723015,10,5,rank_bottom2
11,1,Bristol Palin,1,0.07907907907907907,0.08600000000000001,7,1,0.1650790790790791,8,7,percent
11,2,Bristol Palin,1,0.1,0.09390609390609392,3,1,0.19390609390609392,4,3,percent
11,3,Bristol Palin,1,0.086,0.10400000000000001,9,1,0.19,10,7,percent
11,4,Bristol Palin,1,0.08908908908908908,0.11788211788211786,8,1,0.20697120697120694,9,7,percent
11,5,Bristol Palin,1,0.0990990990990991,0.13513513513513514,8,1,0.23423423423423423,9,6,percent
11,6,Bristol Palin,1,0.135,0.15815815815815817,6,1,0.29315815815815816,7,4,percent
11,7,Bristol Palin,1,0.156,0.18537074148296592,6,1,0.3413707414829659,7,3,percent
11,8,Bristol Palin,1,0.17717717717717718,0.22377622377622378,5,1,0.40095340095340093,6,3,percent
11,9,Bristol Palin,1,0.23223223223223224,0.27372627372627373,4,1,0.505958505958506,5,3,percent
11,10,Bristol Palin,1,0.30930930930930933,0.3333333333333333,3,1,0.6426426426426426,4,3,percent
11,1,Bristol Palin,1,0.07907907907907907,0.08600000000000001,7,1,0.1650790790790791,8,4,rank
11,2,Bristol Palin,1,0.1,0.09390609390609392,3,1,0.19390609390609392,4,2,rank
11,3,Bristol Palin,1,0.086,0.10400000000000001,9,1,0.19,10,5,rank
11,4,Bristol Palin,1,0.08908908908908908,0.11788211788211786,8,1,0.20697120697120694,9,4,rank
11,5,Bristol Palin,1,0.0990990990990991,0.13513513513513514,8,1,0.23423423423423423,9,4,rank
11,6,Bristol Palin,1,0.13917257121882856,0.15557564486657685,5,1,0.2947482160854054,6,3,rank
11,7,Bristol Palin,1,0.156,0.18537074148296592,6,1,0.3413707414829659,7,3,rank
11,8,Bristol Palin,1,0.17717717717717718,0.22377622377622378,5,1,0.40095340095340093,6,3,rank
11,9,Bristol Palin,1,0.23223223223223224,0.27372627372627373,4,1,0.505958505958506,5,2,rank
11,10,Bristol Palin,1,0.30930930930930933,0.3333333333333333,3,1,0.6426426426426426,4,2,rank
11,1,Bristol Palin,1,0.07907907907907907,0.08600000000000001,7,1,0.1650790790790791,8,7,percent_bottom2
11,2,Bristol Palin,1,0.1,0.09390609390609392,3,1,0.19390609390609392,4,3,percent_bottom2
11,3,Bristol Palin,1,0.086,0.10400000000000001,9,1,0.19,10,7,percent_bottom2
11,4,Bristol Palin,1,0.08908908908908908,0.11788211788211786,8,1,0.20697120697120694,9,7,percent_bottom2
11,5,Bristol Palin,1,0.0990990990990991,0.13513513513513514,8,1,0.23423423423423423,9,6,percent_bottom2
11,6,Bristol Palin,1,0.135,0.15815815815815817,6,1,0.29315815815815816,7,4,percent_bottom2
11,7,Bristol Palin,1,0.15537632137310786,0.19325062898530265,6,1,0.3486269503584105,7,3,percent_bottom2
11,8,Bristol Palin,1,0.17449603086590315,0.23081419934834563,5,1,0.4053102302142488,6,3,percent_bottom2
11,9,Bristol Palin,1,0.23223223223223224,0.27372627372627373,4,1,0.505958505958506,5,3,percent_bottom2
11,1,Bristol Palin,1,0.07907907907907907,0.08600000000000001,7,1,0.1650790790790791,8,4,rank_bottom2
11,2,Bristol Palin,1,0.1012670001929888,0.09487377253297063,3,1,0.19614077272595942,4,2,rank_bottom2
11,3,Bristol Palin,1,0.08681053928345463,0.10511956938041929,9,1,0.19193010866387392,10,5,rank_bottom2
11,4,Bristol Palin,1,0.08908908908908908,0.11788211788211786,8,1,0.20697120697120694,9,4,rank_bottom2
11,5,Bristol Palin,1,0.0990990990990991,0.13513513513513514,8,1,0.23423423423423423,9,4,rank_bottom2
11,6,Bristol Palin,1,0.135,0.15815815815815817,6,1,0.29315815815815816,7,3,rank_bottom2
11,7,Bristol Palin,1,0.15537632137310786,0.19325062898530265,6,1,0.3486269503584105,7,3,rank_bottom2
11,8,Bristol Palin,1,0.17449603086590315,0.23081419934834563,5,1,0.4053102302142488,6,3,rank_bottom2
11,9,Bristol Palin,1,0.23223223223223224,0.27372627372627373,4,1,0.505958505958506,5,2,rank_bottom2
11,10,Bristol Palin,1,0.30930930930930933,0.3333333333333333,3,1,0.6426426426426426,4,2,rank_bottom2
17,1,Bill Engvall,1,0.07,0.084,10,3,0.15400000000000003,13,10,percent
17,2,Bill Engvall,1,0.07907907907907907,0.085,8,2,0.1640790790790791,10,8,percent
17,3,Bill Engvall,1,0.09329432839690524,0.09338256299245418,7,3,0.18667689138935942,10,8,percent
17,4,Bill Engvall,1,0.08919312690651292,0.1037671529038033,8,3,0.19296027981031622,11,8,percent
17,5,Bill Engvall,1,0.10189810189810189,0.11477045908183633,8,3,0.21666856097993822,11,7,percent
17,6,Bill Engvall,1,0.10324160377936702,0.13264476257489857,8,2,0.23588636635426558,10,7,percent
17,7,Bill Engvall,1,0.11275924667929284,0.13730185737353118,8,1,0.250061104052824,9,4,percent
17,8,Bill Engvall,1,0.1266940823510509,0.15674363936095492,7,1,0.2834377217120058,8,4,percent
17,9,Bill Engvall,1,0.13509707949710276,0.1833520177864143,6,1,0.31844909728351706,7,5,percent
17,10,Bill Engvall,1,0.16811140806686192,0.21194899615302626,5,1,0.3800604042198882,6,4,percent
17,11,Bill Engvall,1,0.22277722277722276,0.25074925074925075,4,1,0.4735264735264735,5,4,percent
17,1,Bill Engvall,1,0.07,0.084,10,3,0.15400000000000003,13,7,rank
17,2,Bill Engvall,1,0.07907907907907907,0.085,8,2,0.1640790790790791,10,4,rank
17,3,Bill Engvall,1,0.094,0.09299999999999999,7,3,0.187,10,5,rank
17,4,Bill Engvall,1,0.089,0.10300000000000001,8,3,0.192,11,6,rank
17,5,Bill Engvall,1,0.10189810189810189,0.11477045908183633,8,3,0.21666856097993822,11,7,rank
17,6,Bill Engvall,1,0.10417231776396597,0.13116122501625935,8,2,0.23533354278022534,10,4,rank
17,7,Bill Engvall,1,0.1129847347071129,0.13507082280533347,8,1,0.24805555751244637,9,4,rank
17,8,Bill Engvall,1,0.125,0.15384615384615385,7,1,0.27884615384615385,8,4,rank
17,9,Bill Engvall,1,0.13313313313313316,0.18063872255489022,6,1,0.31377185568802335,7,3,rank
17,10,Bill Engvall,1,0.16811140806686192,0.21194899615302626,5,1,0.3800604042198882,6,3,rank
17,11,Bill Engvall,1,0.22277722277722276,0.25074925074925075,4,1,0.4735264735264735,5,2,rank
17,1,Bill Engvall,1,0.07,0.084,10,3,0.15400000000000003,13,10,percent_bottom2
17,2,Bill Engvall,1,0.07907907907907907,0.085,8,2,0.1640790790790791,10,8,percent_bottom2
17,3,Bill Engvall,1,0.09329432839690524,0.09338256299245418,7,3,0.18667689138935942,10,8,percent_bottom2
17,4,Bill Engvall,1,0.08919312690651292,0.1037671529038033,8,3,0.19296027981031622,11,8,percent_bottom2
17,5,Bill Engvall,1,0.10189810189810189,0.11477045908183633,8,3,0.21666856097993822,11,7,percent_bottom2
17,6,Bill Engvall,1,0.10324160377936702,0.13264476257489857,8,2,0.23588636635426558,10,7,percent_bottom2
17,7,Bill Engvall,1,0.11275924667929284,0.13730185737353118,8,1,0.250061104052824,9,4,percent_bottom2
17,8,Bill Engvall,1,0.1266940823510509,0.15674363936095492,7,1,0.2834377217120058,8,4,percent_bottom2
17,9,Bill Engvall,1,0.13509707949710276,0.1833520177864143,6,1,0.31844909728351706,7,5,percent_bottom2
17,1,Bill Engvall,1,0.07,0.084,10,3,0.15400000000000003,13,7,rank_bottom2
17,2,Bill Engvall,1,0.07907907907907907,0.085,8,2,0.1640790790790791,10,4,rank_bottom2
17,3,Bill Engvall,1,0.09329432839690524,0.09338256299245418,7,3,0.18667689138935942,10,5,rank_bottom2
17,4,Bill Engvall,1,0.08919312690651292,0.1037671529038033,8,3,0.19296027981031622,11,6,rank_bottom2
17,5,Bill Engvall,1,0.10189810189810189,0.11477045908183633,8,3,0.21666856097993822,11,7,rank_bottom2
17,6,Bill Engvall,1,0.10511996500997758,0.13196628827350596,8,2,0.23708625328348354,10,4,rank_bottom2
17,7,Bill Engvall,1,0.1129847347071129,0.136737217555712,8,1,0.2497219522628249,9,4,rank_bottom2
17,8,Bill Engvall,1,0.12467229143168575,0.1557922325487268,7,1,0.28046452398041255,8,4,rank_bottom2
17,9,Bill Engvall,1,0.13606454913983337,0.18114997054084872,6,1,0.3172145196806821,7,4,rank_bottom2
17,10,Bill Engvall,1,0.171,0.2117882117882118,5,1,0.3827882117882118,6,3,rank_bottom2
17,11,Bill Engvall,1,0.22277722277722276,0.25074925074925075,4,1,0.4735264735264735,5,2,rank_bottom2
27,1,Bobby Bones,1,0.07807807807807808,0.07892107892107891,5,3,0.156999156999157,8,5,percent
27,2,Bobby Bones,1,0.07156314994458886,0.08681673560958664,10,2,0.15837988555417548,12,9,percent
27,3,Bobby Bones,1,0.08452968291202881,0.09583004024556677,8,2,0.18035972315759558,10,6,percent
27,4,Bobby Bones,1,0.08433402008162799,0.10814779305085162,9,2,0.1924818131324796,11,7,percent
27,5,Bobby Bones,1,0.09105065792961714,0.12212415459911466,9,2,0.2131748125287318,11,7,percent
27,6,Bobby Bones,1,0.09433943817156354,0.12911534082596232,8,2,0.22345477899752586,10,5,percent
27,7,Bobby Bones,1,0.1214699082636569,0.1494429696958919,6,2,0.2709128779595488,8,4,percent
27,8,Bobby Bones,1,0.13803031683148265,0.19018335682420162,6,2,0.32821367365568427,8,4,percent
27,9,Bobby Bones,1,0.23376623376623376,0.25,4,2,0.48376623376623373,6,4,percent
27,1,Bobby Bones,1,0.07807807807807808,0.07892107892107891,5,3,0.156999156999157,8,3,rank
27,2,Bobby Bones,1,0.072,0.08517034068136273,10,3,0.1571703406813627,13,6,rank
27,3,Bobby Bones,1,0.08491508491508491,0.09381237524950099,8,3,0.1787274601645859,11,5,rank
27,4,Bobby Bones,1,0.086,0.1048951048951049,9,3,0.1908951048951049,12,6,rank
27,5,Bobby Bones,1,0.09468043296740374,0.12048919448633992,8,2,0.21516962745374366,10,5,rank
27,6,Bobby Bones,1,0.09603822419281569,0.12739094065363774,7,2,0.22342916484645342,9,5,rank
27,7,Bobby Bones,1,0.12362403754994515,0.15015182612816766,5,2,0.2737758636781128,7,4,rank
27,8,Bobby Bones,1,0.14,0.19061876247504989,6,2,0.3306187624750499,8,4,rank
27,9,Bobby Bones,1,0.23251353875282538,0.27307067055559,4,2,0.5055842093084153,6,4,rank
27,1,Bobby Bones,1,0.07807807807807808,0.07892107892107891,5,3,0.156999156999157,8,5,percent_bottom2
27,2,Bobby Bones,1,0.07156314994458886,0.08681673560958664,10,2,0.15837988555417548,12,9,percent_bottom2
27,3,Bobby Bones,1,0.08425974623336253,0.09653738622374568,8,2,0.1807971324571082,10,6,percent_bottom2
27,4,Bobby Bones,1,0.08433402008162799,0.10814779305085162,9,2,0.1924818131324796,11,7,percent_bottom2
27,5,Bobby Bones,1,0.09105065792961714,0.12212415459911466,9,2,0.2131748125287318,11,7,percent_bottom2
27,6,Bobby Bones,1,0.09433943817156354,0.12911534082596232,8,2,0.22345477899752586,10,5,percent_bottom2
27,7,Bobby Bones,1,0.12049393227886385,0.15170599108561136,6,2,0.2721999233644752,8,4,percent_bottom2
27,8,Bobby Bones,1,0.13803031683148265,0.19018335682420162,6,2,0.32821367365568427,8,4,percent_bottom2
27,1,Bobby Bones,1,0.07807807807807808,0.07892107892107891,5,3,0.156999156999157,8,3,rank_bottom2
27,2,Bobby Bones,1,0.072,0.08517034068136273,10,3,0.1571703406813627,13,6,rank_bottom2
27,3,Bobby Bones,1,0.08491508491508491,0.09381237524950099,8,3,0.1787274601645859,11,5,rank_bottom2
27,4,Bobby Bones,1,0.086,0.1048951048951049,9,3,0.1908951048951049,12,6,rank_bottom2
27,5,Bobby Bones,1,0.09383872538490927,0.12098757724617737,8,2,0.21482630263108665,10,4,rank_bottom2
27,6,Bobby Bones,1,0.09314944173417232,0.12857980452645365,8,2,0.22172924626062596,10,5,rank_bottom2
27,7,Bobby Bones,1,0.1224286082701956,0.14922507730507512,5,2,0.2716536855752707,7,4,rank_bottom2
27,8,Bobby Bones,1,0.1383763856259215,0.19042383987472788,6,2,0.32880022550064936,8,4,rank_bottom2
29,1,Nelly,1,0.06206206206206205,0.06693306693306694,12,9,0.128995128995129,21,12,percent
29,2,Nelly,1,0.0658682634730539,0.06806806806806806,10,1,0.13393633154112194,11,6,percent
29,3,Nelly,1,0.06406406406406406,0.07307307307307308,11,1,0.13713713713713716,12,11,percent
29,4,Nelly,1,0.06986027944111778,0.07984031936127745,13,1,0.14970059880239522,14,8,percent
29,5,Nelly,1,0.08383233532934131,0.08891108891108891,8,1,0.1727434242404302,9,4,percent
29,6,Nelly,1,0.08991008991008992,0.102,8,1,0.1919100899100899,9,4,percent
29,7,Nelly,1,0.10400000000000001,0.12075848303393213,3,1,0.22475848303393214,4,1,percent
29,8,Nelly,1,0.10789210789210787,0.158,8,1,0.2658921078921079,9,2,percent
29,9,Nelly,1,0.12412412412412412,0.171,7,1,0.29512412412412414,8,3,percent
29,10,Nelly,1,0.161,0.19880119880119881,6,1,0.3598011988011988,7,3,percent
29,11,Nelly,1,0.241,0.256,4,1,0.497,5,4,percent
29,1,Nelly,1,0.06206206206206205,0.06693306693306694,12,9,0.128995128995129,21,12,rank
29,2,Nelly,1,0.0658682634730539,0.06806806806806806,10,1,0.13393633154112194,11,6,rank
29,3,Nelly,1,0.06406406406406406,0.07307307307307308,11,1,0.13713713713713716,12,6,rank
29,4,Nelly,1,0.06986027944111778,0.07984031936127745,13,1,0.14970059880239522,14,7,rank
29,5,Nelly,1,0.08383233532934131,0.08891108891108891,8,1,0.1727434242404302,9,3,rank
29,6,Nelly,1,0.08991008991008992,0.102,8,1,0.1919100899100899,9,4,rank
29,7,Nelly,1,0.10400000000000001,0.12075848303393213,3,1,0.22475848303393214,4,1,rank
29,8,Nelly,1,0.10874517293293799,0.15416452692570182,8,1,0.2629096998586398,9,5,rank
29,9,Nelly,1,0.12412412412412412,0.171,7,1,0.29512412412412414,8,5,rank
29,10,Nelly,1,0.161,0.19880119880119881,6,1,0.3598011988011988,7,4,rank
29,11,Nelly,1,0.241,0.256,4,1,0.497,5,3,rank
29,1,Nelly,1,0.06206206206206205,0.06693306693306694,12,9,0.128995128995129,21,12,percent_bottom2
29,2,Nelly,1,0.0658682634730539,0.06806806806806806,10,1,0.13393633154112194,11,6,percent_bottom2
29,3,Nelly,1,0.06406406406406406,0.07307307307307308,11,1,0.13713713713713716,12,11,percent_bottom2
29,4,Nelly,1,0.06986027944111778,0.07984031936127745,13,1,0.14970059880239522,14,8,percent_bottom2
29,5,Nelly,1,0.08383233532934131,0.08891108891108891,8,1,0.1727434242404302,9,4,percent_bottom2
29,6,Nelly,1,0.08991008991008992,0.102,8,1,0.1919100899100899,9,4,percent_bottom2
29,7,Nelly,1,0.10638129370485062,0.12375880791148214,3,1,0.23014010161633275,4,1,percent_bottom2
29,8,Nelly,1,0.10874517293293799,0.1630750438320455,8,1,0.27182021676498347,9,2,percent_bottom2
29,9,Nelly,1,0.12632069306382931,0.17895753455942812,7,1,0.3052782276232574,8,3,percent_bottom2
29,10,Nelly,1,0.16375320112919678,0.20505237896120584,5,1,0.36880558009040265,6,3,percent_bottom2
29,11,Nelly,1,0.241,0.256,4,1,0.497,5,4,percent_bottom2
29,1,Nelly,1,0.06206206206206205,0.06693306693306694,12,9,0.128995128995129,21,12,rank_bottom2
29,2,Nelly,1,0.0658682634730539,0.06806806806806806,10,1,0.13393633154112194,11,6,rank_bottom2
29,3,Nelly,1,0.06406406406406406,0.07307307307307308,11,1,0.13713713713713716,12,6,rank_bottom2
29,4,Nelly,1,0.06986027944111778,0.07984031936127745,13,1,0.14970059880239522,14,7,rank_bottom2
29,5,Nelly,1,0.08332218254183196,0.0892502671103437,8,1,0.17257244965217566,9,3,rank_bottom2
29,6,Nelly,1,0.09129134049049038,0.10251323883683561,7,1,0.19380457932732598,8,4,rank_bottom2
29,7,Nelly,1,0.10594779893883925,0.12031322930508716,3,1,0.2262610282439264,4,1,rank_bottom2
29,8,Nelly,1,0.10874517293293799,0.15416452692570182,8,1,0.2629096998586398,9,5,rank_bottom2
29,9,Nelly,1,0.12412412412412412,0.171,7,1,0.29512412412412414,8,5,rank_bottom2
29,10,Nelly,1,0.161,0.19880119880119881,6,1,0.3598011988011988,7,4,rank_bottom2
