season,week,celebrity_name,judge_percent,judge_rank,eliminated_this_week,rule_type,baseline_share,min_feasible_share,max_feasible_share
2,1,Stacy Keibler,0.113,4,0,S1-2_rank,0.10610362888260873,0.0,0.9774007438563177
2,1,Jerry Rice,0.108,5,0,S1-2_rank,0.10610362800500532,2.8355231267064804e-16,0.9774007447265062
2,1,Tia Carrere,0.103,6,0,S1-2_rank,0.10070186036507443,0.0,0.9774007447265227
2,1,Lisa Rinna,0.097,7,0,S1-2_rank,0.10253094692518942,0.0,0.9774007438561167
2,1,George Hamilton,0.092,8,0,S1-2_rank,0.10174311217426733,0.0,0.9774007447265929
2,1,Kenny Mayne,0.067,9,1,S1-2_rank,0.08412206277061351,1.1895449118880254e-14,0.2232515725699618
2,1,Master P,0.062,10,0,S1-2_rank,0.11530892044684403,0.022375829301226953,1.0
2,2,Stacy Keibler,0.145,1,0,S1-2_rank,0.11771100959882114,1.111518152056724e-16,0.9744587188740471
2,2,Drew Lachey,0.135,2,0,S1-2_rank,0.11771100191726694,0.0,0.9744587188728131
2,2,Giselle Fernandez,0.12,3,0,S1-2_rank,0.08504523097580113,1.7309310802952759e-15,0.974458718872495
2,2,Jerry Rice,0.115,4,0,S1-2_rank,0.11771100795895253,8.716880429261383e-16,0.9744587188727729
2,2,George Hamilton,0.11,5,0,S1-2_rank,0.11125224872885114,5.298129736865594e-15,0.9744587188724444
2,2,Tia Carrere,0.11,5,0,S1-2_rank,0.10969665586935665,0.0,0.9744587188727749
2,2,Lisa Rinna,0.1,7,0,S1-2_rank,0.11242575206331984,4.4389869100364393e-16,0.9744587188728608
2,2,Tatum O'Neal,0.085,8,1,S1-2_rank,0.09737086401490223,0.0,0.2515488105434478
2,2,Master P,0.08,9,0,S1-2_rank,0.13107622887272846,0.02523026138925747,0.9999999999999993
2,3,Drew Lachey,0.148,1,0,S1-2_rank,0.13401321613652112,3.503612478367228e-15,0.8128021814688007
2,3,Stacy Keibler,0.148,1,0,S1-2_rank,0.13401322191053602,4.528249106862654e-16,0.8128021883318088
2,3,Tia Carrere,0.143,3,0,S1-2_rank,0.11986061858971322,2.738401971351337e-15,0.8128021819323182
2,3,Lisa Rinna,0.137,4,0,S1-2_rank,0.12471842209044993,1.9615289997429767e-16,0.812802181468799
2,3,George Hamilton,0.121,5,0,S1-2_rank,0.12263459673738093,0.0,0.812802181932415
2,3,Giselle Fernandez,0.121,5,1,S1-2_rank,0.07383101221673762,0.0,0.1303384816886173
2,3,Jerry Rice,0.104,7,0,S1-2_rank,0.13401322125676512,0.060213049301638795,0.8717525667588014
2,3,Master P,0.077,8,0,S1-2_rank,0.15691569106189593,0.09736546523781521,0.9350358516484586
2,4,Drew Lachey,0.177,1,0,S1-2_rank,0.1535041449722562,1.6653345369377348e-16,1.0
2,4,Lisa Rinna,0.165,2,0,S1-2_rank,0.1357859486096975,6.563406444695936e-16,0.9999999999999993
2,4,Stacy Keibler,0.165,2,0,S1-2_rank,0.153504143652033,0.0,1.0
2,4,Tia Carrere,0.158,4,0,S1-2_rank,0.1263636212459443,0.0,0.9999999999999987
2,4,Jerry Rice,0.152,5,0,S1-2_rank,0.1535041474281453,9.701170173466298e-17,0.9999999999999983
2,4,George Hamilton,0.133,6,0,S1-2_rank,0.1317577197909605,0.0,0.9999999999999991
2,4,Master P,0.051,7,1,S1-2_rank,0.1455802743009631,0.0,0.41113165840883026
2,5,Stacy Keibler,0.199,1,0,S1-2_rank,0.18698048877828938,0.0,1.0
2,5,Drew Lachey,0.179,2,0,S1-2_rank,0.18698050768766458,1.6653345369377348e-16,1.0
2,5,Lisa Rinna,0.166,3,0,S1-2_rank,0.15470651083237397,0.0,1.0
2,5,George Hamilton,0.159,4,0,S1-2_rank,0.14722812523463055,0.0,0.9999999999999993
2,5,Jerry Rice,0.152,5,0,S1-2_rank,0.18698050275004058,1.8210181682797198e-17,1.0
2,5,Tia Carrere,0.146,6,1,S1-2_rank,0.13712386471700086,1.0198731800143351e-16,0.27937406114239244
2,6,Drew Lachey,0.226,1,0,S1-2_rank,0.22520259709228005,2.7755575615628914e-16,1.0
2,6,Stacy Keibler,0.226,1,0,S1-2_rank,0.22520256038755876,0.0,0.9999999994372858
2,6,Lisa Rinna,0.203,3,0,S1-2_rank,0.16889906857362694,0.0,1.0
2,6,George Hamilton,0.173,4,1,S1-2_rank,0.15549320340095701,0.0,0.35992430668927344
2,6,Jerry Rice,0.173,4,0,S1-2_rank,0.22520257054557727,7.830827375432392e-10,1.0
2,7,Drew Lachey,0.27,1,0,S1-2_rank,0.27367952686364805,0.0,0.919528109677368
2,7,Stacy Keibler,0.27,1,0,S1-2_rank,0.27367948615824306,0.0,0.9195281093480976
2,7,Lisa Rinna,0.26,3,1,S1-2_rank,0.17896150892136461,0.0,0.33331207567282145
2,7,Jerry Rice,0.201,4,0,S1-2_rank,0.27367947805674436,0.07563075430566342,1.0
2,8,Drew Lachey,0.344,1,0,S1-2_rank,0.3333333699837746,0.0,1.0
2,8,Stacy Keibler,0.34,2,0,S1-2_rank,0.3333333305776684,8.756052933765056e-17,1.0
2,8,Jerry Rice,0.316,3,0,S1-2_rank,0.3333332994385569,0.0,1.0
3,1,Mario Lopez,0.123,1,0,S3-27_percent,0.09704772900340121,2.2478204762728774e-16,0.999999999999998
3,1,Emmitt Smith,0.113,2,0,S3-27_percent,0.09704749910188841,0.0,1.0
3,1,Vivica A. Fox,0.104,3,0,S3-27_percent,0.08851556874602813,9.71445146547012e-17,0.9999999999999933
3,1,Willa Ford,0.104,3,0,S3-27_percent,0.09025066384912221,4.463028825176158e-16,0.9999999999999992
3,1,Joey Lawrence,0.099,5,0,S3-27_percent,0.0944313627532463,0.0,1.0
3,1,Monique Coleman,0.09,6,0,S3-27_percent,0.09409358975093157,0.0,1.0
3,1,Shanna Moakler,0.085,7,0,S3-27_percent,0.08543122676332335,0.0,0.9999999999999993
3,1,Harry Hamlin,0.08,8,0,S3-27_percent,0.08870275125417322,0.0,0.9999999999999964
3,1,Jerry Springer,0.075,9,0,S3-27_percent,0.09377296795059487,3.4429749971364153e-17,1.0
3,1,Sara Evans,0.071,10,0,S3-27_percent,0.0920464666059667,0.0,1.0
3,1,Tucker Carlson,0.057,11,1,S3-27_percent,0.0786601742213241,1.4926304688322563e-17,0.12490909090909084
3,2,Joey Lawrence,0.126,1,0,S3-27_percent,0.10356856973575335,0.0,0.972000000000002
3,2,Monique Coleman,0.113,2,0,S3-27_percent,0.10305168728455077,1.6653397086226132e-16,0.9719999999999995
3,2,Emmitt Smith,0.104,3,0,S3-27_percent,0.10755107402034865,8.326672684688674e-17,0.971999999999997
3,2,Vivica A. Fox,0.104,3,0,S3-27_percent,0.0944178288902629,0.0,0.9719999999999954
3,2,Willa Ford,0.1,5,0,S3-27_percent,0.09712361428250098,7.407269242420966e-16,0.9719999999999982
3,2,Shanna Moakler,0.096,6,1,S3-27_percent,0.08956013497577717,0.0,0.10389999999999966
3,2,Harry Hamlin,0.091,7,0,S3-27_percent,0.09471096533087797,0.005000000000000828,0.9770000000000016
3,2,Mario Lopez,0.091,7,0,S3-27_percent,0.1075512937994372,0.0050000000000000305,0.9770000000000016
3,2,Sara Evans,0.091,7,0,S3-27_percent,0.09990469670471375,0.004999999999999865,0.9769999999999991
3,2,Jerry Springer,0.083,10,0,S3-27_percent,0.10256013497577716,0.012999999999999842,0.9849999999999988
3,3,Monique Coleman,0.13,1,0,S3-27_percent,0.11468387661467913,0.0,0.9810000000000003
3,3,Vivica A. Fox,0.13,1,0,S3-27_percent,0.09861896433145052,0.0,0.9810000000000014
3,3,Sara Evans,0.121,3,0,S3-27_percent,0.1088863249339721,0.0,0.9809999999999999
3,3,Harry Hamlin,0.106,4,1,S3-27_percent,0.09917291968518005,1.4780297358752675e-15,0.11599999999999996
3,3,Joey Lawrence,0.106,4,0,S3-27_percent,0.11562959219026994,4.649058915617843e-16,0.9810000000000014
3,3,Mario Lopez,0.106,4,0,S3-27_percent,0.12286559598875607,0.0,0.9810000000000016
3,3,Willa Ford,0.106,4,0,S3-27_percent,0.1037082186791404,2.1591929880500636e-17,0.9810000000000013
3,3,Jerry Springer,0.101,8,0,S3-27_percent,0.11356903344846632,0.00500000000000031,0.9859999999999955
3,3,Emmitt Smith,0.092,9,0,S3-27_percent,0.12286547412808538,0.01399999999999997,0.9949999999999938
3,4,Mario Lopez,0.146,1,0,S3-27_percent,0.14442935456527506,1.9994745089533764e-16,0.9700000000000001
3,4,Willa Ford,0.141,2,0,S3-27_percent,0.10806696741054579,0.0,0.9700000000000012
3,4,Joey Lawrence,0.136,3,0,S3-27_percent,0.13090524048722532,2.1429766087451614e-17,0.9699999999999982
3,4,Emmitt Smith,0.121,4,0,S3-27_percent,0.14442926492448052,5.551115123125783e-17,0.9700000000000012
3,4,Monique Coleman,0.121,4,0,S3-27_percent,0.12912008714464074,0.0,0.9700000000000004
3,4,Vivica A. Fox,0.121,4,1,S3-27_percent,0.09807801981569453,0.0,0.1287499999999997
3,4,Jerry Springer,0.111,7,0,S3-27_percent,0.1268930458364434,0.009999999999999542,0.9799999999999979
3,4,Sara Evans,0.101,8,0,S3-27_percent,0.11807801981569462,0.019999999999999785,0.9899999999999961
3,5,Emmitt Smith,0.149,1,0,S3-27_percent,0.1734706661744399,1.942890293094024e-16,0.9730000000000021
3,5,Mario Lopez,0.149,1,0,S3-27_percent,0.1734707331123376,0.0,0.9729999999999985
3,5,Monique Coleman,0.149,1,0,S3-27_percent,0.14543208672344773,0.0,0.9729999999999964
3,5,Willa Ford,0.149,1,1,S3-27_percent,0.10540110632427863,8.343722355055561e-17,0.16216666666666663
3,5,Joey Lawrence,0.138,5,0,S3-27_percent,0.1487428734385589,0.010999999999999857,0.9840000000000013
3,5,Jerry Springer,0.133,6,0,S3-27_percent,0.1412223795612623,0.0159999999999996,0.989000000000001
3,5,Sara Evans,0.133,6,1,S3-27_percent,0.11226015466567484,0.0,0.17549999999999985
3,6,Mario Lopez,0.237,1,0,S3-27_percent,0.2300898811708049,1.3354943283869565e-16,0.9999999999999982
3,6,Emmitt Smith,0.212,2,0,S3-27_percent,0.23008959150192224,0.0,1.0
3,6,Joey Lawrence,0.203,3,0,S3-27_percent,0.18646865968127668,0.0,0.9999999999999991
3,6,Monique Coleman,0.195,4,0,S3-27_percent,0.18050655008118532,2.1564327297169338e-16,0.9999999999999972
3,6,Jerry Springer,0.153,5,0,S3-27_percent,0.17284531756481092,0.0,1.0
3,7,Emmitt Smith,0.211,1,0,S3-27_percent,0.2505660398725441,2.220446049250313e-16,1.0
3,7,Joey Lawrence,0.211,1,0,S3-27_percent,0.17754185276287118,0.0,1.0
3,7,Mario Lopez,0.207,3,0,S3-27_percent,0.2505665933551589,0.0,1.0
3,7,Monique Coleman,0.2,4,0,S3-27_percent,0.16730361685857237,0.0,1.0
3,7,Jerry Springer,0.17,5,1,S3-27_percent,0.1540218971508534,0.0,0.22980000000000045
3,8,Mario Lopez,0.261,1,0,S3-27_percent,0.3141985565431586,1.8722773914461692e-16,1.0
3,8,Emmitt Smith,0.248,2,0,S3-27_percent,0.3141976227124478,0.0,1.0
3,8,Joey Lawrence,0.248,2,0,S3-27_percent,0.19454404210201856,0.0,0.9999999999999982
3,8,Monique Coleman,0.243,4,1,S3-27_percent,0.17705977864237515,0.0,0.25700000000000045
3,9,Emmitt Smith,0.333,1,0,S3-27_percent,0.3967500631724636,0.0,1.0
3,9,Joey Lawrence,0.333,1,1,S3-27_percent,0.20649849241464743,0.0,0.3333333333333328
3,9,Mario Lopez,0.333,1,0,S3-27_percent,0.396751444412889,0.0,1.0
3,10,Emmitt Smith,0.5,1,0,S3-27_percent,0.499999263129789,0.0,0.9999999999999958
3,10,Mario Lopez,0.5,1,0,S3-27_percent,0.5000007368702111,4.3298697960381105e-15,1.0
4,1,Joey Fatone,0.117,1,0,S3-27_percent,0.0930233504798119,2.7632751789711843e-17,1.0
4,1,Laila Ali,0.112,2,0,S3-27_percent,0.09302359239115772,7.565841733408758e-17,0.9999999999999973
4,1,Apolo Anton Ohno,0.102,3,0,S3-27_percent,0.09302379835984906,3.191891195797325e-16,1.0
4,1,Ian Ziering,0.102,3,0,S3-27_percent,0.09213914662217534,2.7993338753444465e-16,0.9999999999999982
4,1,Paulina Porizkova,0.092,5,0,S3-27_percent,0.08408274749621829,5.454651573514504e-17,1.0
4,1,Shandi Finnessey,0.092,5,0,S3-27_percent,0.08660508447652764,0.0,0.9999999999999998
4,1,Heather Mills,0.087,7,0,S3-27_percent,0.09081346245998817,2.2534491671257108e-17,0.9999999999999991
4,1,John Ratzenberger,0.083,8,0,S3-27_percent,0.09186686165112083,4.714690704224595e-16,0.9999999999999982
4,1,Clyde Drexler,0.078,9,0,S3-27_percent,0.09338338113761148,1.8737631573040844e-17,0.9999999999999968
4,1,Leeza Gibbons,0.073,10,0,S3-27_percent,0.08986677196008148,0.0,1.0
4,1,Billy Ray Cyrus,0.063,11,0,S3-27_percent,0.0921718029654581,0.0,1.0
4,2,Laila Ali,0.11,1,0,S3-27_percent,0.09419868079237516,1.9298939533525387e-16,0.983
4,2,Apolo Anton Ohno,0.106,2,0,S3-27_percent,0.09419886362726518,2.3592239273284576e-16,0.9830000000000008
4,2,Heather Mills,0.098,3,0,S3-27_percent,0.09078627938164376,1.0289627914647261e-16,0.9830000000000003
4,2,Joey Fatone,0.098,3,0,S3-27_percent,0.09419843082291889,1.0272877994361832e-16,0.9829999999999977
4,2,Ian Ziering,0.09,5,0,S3-27_percent,0.0928368100485473,3.1376818801735963e-16,0.9830000000000025
4,2,Billy Ray Cyrus,0.086,6,0,S3-27_percent,0.09288697902565043,1.9081958235744878e-17,0.9829999999999997
4,2,John Ratzenberger,0.086,6,0,S3-27_percent,0.09241634184493733,4.060131228539073e-16,0.983000000000001
4,2,Leeza Gibbons,0.086,6,0,S3-27_percent,0.0893153878132221,3.031626320415472e-16,0.9829999999999965
4,2,Paulina Porizkova,0.086,6,1,S3-27_percent,0.0802053934739044,0.0,0.09590909090909094
4,2,Shandi Finnessey,0.082,10,0,S3-27_percent,0.0842053934739045,0.004000000000000212,0.9869999999999983
4,2,Clyde Drexler,0.073,11,0,S3-27_percent,0.09475143969563107,0.013000000000000208,0.9960000000000044
4,3,Heather Mills,0.11,1,0,S3-27_percent,0.09804598564451161,0.0,0.972999999999999
4,3,Ian Ziering,0.11,1,0,S3-27_percent,0.10193842737213486,0.0,0.9729999999999999
4,3,Joey Fatone,0.11,1,0,S3-27_percent,0.10450519828134314,1.5159054240775188e-17,0.9729999999999994
4,3,Leeza Gibbons,0.11,1,0,S3-27_percent,0.09523457694400717,5.749933026110346e-17,0.9729999999999984
4,3,Apolo Anton Ohno,0.106,5,0,S3-27_percent,0.10450577640985874,0.0,0.9730000000000034
4,3,Billy Ray Cyrus,0.096,6,0,S3-27_percent,0.10203307429034691,0.0,0.9730000000000053
4,3,Laila Ali,0.096,6,0,S3-27_percent,0.10450562862399483,0.0,0.9729999999999971
4,3,Shandi Finnessey,0.096,6,1,S3-27_percent,0.08254432138602064,9.130892439961035e-16,0.1039
4,3,John Ratzenberger,0.092,9,0,S3-27_percent,0.10114268966176143,0.004000000000000426,0.9769999999999954
4,3,Clyde Drexler,0.073,10,0,S3-27_percent,0.10554432138602074,0.022999999999999656,0.9960000000000009
4,4,Joey Fatone,0.147,1,0,S3-27_percent,0.11736723400469531,0.0,0.9950000000000008
4,4,Apolo Anton Ohno,0.137,2,0,S3-27_percent,0.11736771065248325,0.0,0.9949999999999938
4,4,Ian Ziering,0.126,3,0,S3-27_percent,0.11235166227809547,4.6307840210081056e-18,0.994999999999999
4,4,Heather Mills,0.121,4,0,S3-27_percent,0.10467081936489069,6.476421147497927e-17,0.9949999999999983
4,4,Billy Ray Cyrus,0.111,5,0,S3-27_percent,0.11253700156071396,1.0859368959614812e-15,0.9950000000000023
4,4,Laila Ali,0.111,5,0,S3-27_percent,0.11736749554479695,3.284457593518638e-16,0.9949999999999983
4,4,John Ratzenberger,0.084,7,0,S3-27_percent,0.11078871585631987,3.7015192826441475e-17,0.9950000000000001
4,4,Leeza Gibbons,0.084,7,1,S3-27_percent,0.0990640275496562,2.266788152095025e-16,0.13822222222222214
4,4,Clyde Drexler,0.079,9,0,S3-27_percent,0.10848533318834837,0.004999999999999517,0.9999999999999989
4,5,Apolo Anton Ohno,0.17,1,0,S3-27_percent,0.13487661450190272,1.942890293094024e-16,0.9999999999999989
4,5,Laila Ali,0.159,2,0,S3-27_percent,0.13487655480630836,0.0,0.9999999999999984
4,5,Joey Fatone,0.142,3,0,S3-27_percent,0.13487624378465116,5.452632442591482e-17,0.9999999999999994
4,5,Ian Ziering,0.136,4,0,S3-27_percent,0.1252286011334781,0.0,0.9999999999999978
4,5,Heather Mills,0.119,5,0,S3-27_percent,0.11021835453140262,3.0531133177191805e-16,1.0
4,5,John Ratzenberger,0.102,6,0,S3-27_percent,0.12219790643111102,1.5130501820752126e-17,1.0
4,5,Billy Ray Cyrus,0.097,7,0,S3-27_percent,0.12558660839243674,6.591949208711867e-17,1.0
4,5,Clyde Drexler,0.074,8,1,S3-27_percent,0.1121391164187093,2.56405721180503e-18,0.17587500000000014
4,6,Apolo Anton Ohno,0.165,1,0,S3-27_percent,0.1579624381885644,0.0,0.9660000000000027
4,6,Laila Ali,0.165,1,0,S3-27_percent,0.15796245868768416,2.6452113251775223e-16,0.9659999999999999
4,6,Joey Fatone,0.159,3,0,S3-27_percent,0.15796235770365033,1.0061396160665481e-16,0.9659999999999999
4,6,Ian Ziering,0.141,4,0,S3-27_percent,0.13997148728166978,0.0,0.966
4,6,Heather Mills,0.135,5,1,S3-27_percent,0.11124816190707452,0.0,0.15085714285714236
4,6,Billy Ray Cyrus,0.124,6,0,S3-27_percent,0.1406449343242823,0.010999999999999595,0.9769999999999968
4,6,John Ratzenberger,0.112,7,0,S3-27_percent,0.1342481619070745,0.023000000000000215,0.9889999999999998
4,7,Joey Fatone,0.191,1,0,S3-27_percent,0.18628027111514678,2.0564718477738255e-16,0.9769999999999991
4,7,Laila Ali,0.191,1,0,S3-27_percent,0.18628019343821678,0.0,0.9769999999999983
4,7,Apolo Anton Ohno,0.175,3,0,S3-27_percent,0.18628025857561634,8.326672684688674e-17,0.9770000000000001
4,7,Ian Ziering,0.175,3,0,S3-27_percent,0.15390051032481372,7.006661482893833e-17,0.9769999999999984
4,7,John Ratzenberger,0.146,5,1,S3-27_percent,0.13212938327310322,0.0,0.1875000000000002
4,7,Billy Ray Cyrus,0.123,6,0,S3-27_percent,0.15512938327310313,0.023000000000001034,0.9999999999999981
4,8,Apolo Anton Ohno,0.231,1,0,S3-27_percent,0.22405658300039716,0.0,0.9999999999999987
4,8,Joey Fatone,0.219,2,0,S3-27_percent,0.22405686374599693,3.608224830031759e-16,0.9999999999999984
4,8,Laila Ali,0.211,3,0,S3-27_percent,0.2240565919388871,1.2764325201524845e-16,0.9999999999999983
4,8,Ian Ziering,0.187,4,0,S3-27_percent,0.1677407768686607,0.0,0.9999999999999991
4,8,Billy Ray Cyrus,0.151,5,1,S3-27_percent,0.16008918444605813,2.0726872512773886e-16,0.24879999999999947
4,9,Joey Fatone,0.253,1,0,S3-27_percent,0.27368169006665033,5.551115123125783e-17,1.0
4,9,Laila Ali,0.253,1,0,S3-27_percent,0.2736813684462171,0.0,0.9999999999999973
4,9,Apolo Anton Ohno,0.249,3,0,S3-27_percent,0.27368152590859546,0.0,0.999999999999998
4,9,Ian Ziering,0.245,4,1,S3-27_percent,0.1789554155785372,1.6449236898868663e-16,0.25499999999999984
4,10,Apolo Anton Ohno,0.34,1,0,S3-27_percent,0.33333332797893395,0.0,0.9999999999999988
4,10,Joey Fatone,0.332,2,0,S3-27_percent,0.333333577005386,7.494005416219807e-16,1.0
4,10,Laila Ali,0.328,3,0,S3-27_percent,0.33333309501568004,0.0,1.0
5,1,Sabrina Bryan,0.101,1,0,S3-27_percent,0.08436809022921644,1.2151704138565643e-16,0.9999999999999984
5,1,Helio Castroneves,0.097,2,0,S3-27_percent,0.08622175474353515,1.3574486114965385e-17,0.999999999999996
5,1,Jane Seymour,0.093,3,0,S3-27_percent,0.08512191347891104,1.690158661437109e-16,1.0
5,1,Mel B,0.093,3,0,S3-27_percent,0.08622166650048914,0.0,1.0
5,1,Albert Reed,0.082,5,0,S3-27_percent,0.07252356278189544,1.6653345369377348e-16,1.0
5,1,Cameron Mathison,0.082,5,0,S3-27_percent,0.08518403868227144,0.0,0.9999999999999988
5,1,Jennie Garth,0.082,5,0,S3-27_percent,0.08537193407245804,0.0,1.0
5,1,Marie Osmond,0.082,5,0,S3-27_percent,0.08622193921297054,1.3877787807814457e-17,0.9999999999999998
5,1,Mark Cuban,0.082,5,0,S3-27_percent,0.08404992306813004,1.474514954580286e-16,0.9999999999999989
5,1,Wayne Newton,0.074,10,0,S3-27_percent,0.08790588496863536,0.0,0.9999999999999996
5,1,Floyd Mayweather Jr. ,0.07,11,0,S3-27_percent,0.08322178752786843,0.0,1.0
5,1,Josie Maran,0.062,12,1,S3-27_percent,0.07358750473361904,0.0,0.10466666666666664
5,2,Helio Castroneves,0.113,1,0,S3-27_percent,0.09414418161789034,1.4751292740711752e-16,0.9630000000000007
5,2,Sabrina Bryan,0.109,2,0,S3-27_percent,0.09120379631731035,1.630217264221611e-16,0.9629999999999966
5,2,Marie Osmond,0.101,3,0,S3-27_percent,0.09414432067434304,3.198007993912917e-16,0.9629999999999963
5,2,Mel B,0.097,4,0,S3-27_percent,0.09414408600379955,3.7953420849794307e-16,0.9630000000000007
5,2,Albert Reed,0.088,5,1,S3-27_percent,0.07179537968794203,0.0,0.09372727272727249
5,2,Cameron Mathison,0.088,5,0,S3-27_percent,0.09250103912434975,0.0,0.9630000000000011
5,2,Floyd Mayweather Jr. ,0.088,5,0,S3-27_percent,0.08937351560646094,0.0,0.9629999999999994
5,2,Jane Seymour,0.088,5,0,S3-27_percent,0.09240246171389684,5.827007504161544e-16,0.9629999999999993
5,2,Jennie Garth,0.088,5,0,S3-27_percent,0.09279911586963234,0.0,0.9629999999999995
5,2,Mark Cuban,0.076,10,0,S3-27_percent,0.09069672369643283,0.012000000000000163,0.9750000000000014
5,2,Wayne Newton,0.063,11,0,S3-27_percent,0.09679537968794204,0.02500000000000016,0.9879999999999975
5,3,Jane Seymour,0.113,1,0,S3-27_percent,0.10047247342062836,2.1830389059010664e-17,0.9999999999999998
5,3,Mel B,0.113,1,0,S3-27_percent,0.10378972789301366,0.0,0.9999999999999999
5,3,Sabrina Bryan,0.113,1,0,S3-27_percent,0.09817615823707175,0.0,1.0
5,3,Jennie Garth,0.109,4,0,S3-27_percent,0.10123000037650096,1.9107535299901316e-17,1.0
5,3,Marie Osmond,0.109,4,0,S3-27_percent,0.10378984464390335,0.0,0.9999999999999989
5,3,Helio Castroneves,0.1,6,0,S3-27_percent,0.10378981898480195,0.0,1.0
5,3,Cameron Mathison,0.096,7,0,S3-27_percent,0.10066085507629216,1.3877787807814457e-16,1.0
5,3,Floyd Mayweather Jr. ,0.088,8,0,S3-27_percent,0.09464826081483725,0.0,1.0
5,3,Mark Cuban,0.084,9,0,S3-27_percent,0.09720147290270055,1.673070273474231e-17,0.9999999999999996
5,3,Wayne Newton,0.075,10,1,S3-27_percent,0.09624138765024995,0.0,0.12500000000000022
5,4,Sabrina Bryan,0.128,1,0,S3-27_percent,0.10669769489802965,0.0,0.9960000000000033
5,4,Cameron Mathison,0.115,2,0,S3-27_percent,0.11161952964276606,0.0,0.9960000000000018
5,4,Helio Castroneves,0.115,2,0,S3-27_percent,0.11776485061608606,2.3592239273284576e-16,0.9959999999999987
5,4,Jennie Garth,0.115,2,0,S3-27_percent,0.11274172038864766,6.785158828138888e-17,0.9960000000000004
5,4,Jane Seymour,0.111,5,0,S3-27_percent,0.11124771804653885,1.186550857568136e-15,0.9959999999999976
5,4,Marie Osmond,0.111,5,0,S3-27_percent,0.11776474872980196,2.4363674017289755e-16,0.9959999999999986
5,4,Mel B,0.111,5,0,S3-27_percent,0.11776478619736926,6.784776222584164e-17,0.9960000000000004
5,4,Floyd Mayweather Jr. ,0.098,8,1,S3-27_percent,0.09964239115805344,0.0,0.12399999999999974
5,4,Mark Cuban,0.094,9,0,S3-27_percent,0.10475656032270714,0.00399999999999983,1.0
5,5,Mel B,0.146,1,0,S3-27_percent,0.13510085942231864,0.0,0.9999999999999941
5,5,Sabrina Bryan,0.141,2,0,S3-27_percent,0.11364568304228824,9.957312752106873e-16,0.9999999999999998
