season,week,celebrity_name,concentration
7,5,Warren Sapp,0.0
7,6,Brooke Burke,0.0
7,6,Cloris Leachman,0.0
7,6,Cody Linley,0.0
7,6,Lance Bass,0.0
7,6,Maurice Greene,0.0
7,6,Susan Lucci,0.0
7,6,Warren Sapp,0.0
7,7,Brooke Burke,0.0
7,7,Cody Linley,0.0
7,7,Lance Bass,0.0
7,7,Maurice Greene,0.0
7,7,Susan Lucci,0.0
7,7,Warren Sapp,0.0
7,8,Brooke Burke,0.0
7,8,Cody Linley,0.0
7,8,Lance Bass,0.0
7,8,Maurice Greene,0.0
7,8,Warren Sapp,0.0
7,9,Brooke Burke,0.0
7,9,Cody Linley,0.0
7,9,Lance Bass,0.0
7,9,Warren Sapp,0.0
7,10,Brooke Burke,0.0
7,10,Lance Bass,0.0
7,10,Warren Sapp,0.0
8,1,Belinda Carlisle,0.0
8,1,Chuck Wicks,0.0
8,1,David Alan Grier,0.0
8,1,Denise Richards,0.0
8,1,Gilles Marini,0.0
8,1,Holly Madison,0.0
8,1,Lawrence Taylor,0.0
8,1,Lil' Kim,0.0
8,1,Melissa Rycroft,0.0
8,1,Shawn Johnson,0.0
8,1,Steve Wozniak,0.0
8,1,Steve-O,0.0
8,1,Ty Murray,0.0
8,2,Belinda Carlisle,0.0
8,2,Chuck Wicks,0.0
8,2,David Alan Grier,0.0
8,2,Denise Richards,0.0
8,2,Gilles Marini,0.0
8,2,Holly Madison,0.0
8,2,Lawrence Taylor,0.0
8,2,Lil' Kim,0.0
8,2,Melissa Rycroft,0.0
8,2,Shawn Johnson,0.0
8,2,Steve Wozniak,0.0
8,2,Steve-O,0.0
8,2,Ty Murray,0.0
8,3,Chuck Wicks,0.0
8,3,David Alan Grier,0.0
8,3,Denise Richards,0.0
8,3,Gilles Marini,0.0
8,3,Holly Madison,0.0
8,3,Lawrence Taylor,0.0
8,3,Lil' Kim,0.0
8,3,Melissa Rycroft,0.0
8,3,Shawn Johnson,0.0
8,3,Steve Wozniak,0.0
8,3,Steve-O,0.0
8,3,Ty Murray,0.0
8,4,Chuck Wicks,0.0
8,4,David Alan Grier,0.0
8,4,Gilles Marini,0.0
8,4,Holly Madison,0.0
8,4,Lawrence Taylor,0.0
8,4,Lil' Kim,0.0
8,4,Melissa Rycroft,0.0
8,4,Shawn Johnson,0.0
8,4,Steve Wozniak,0.0
8,4,Steve-O,0.0
8,4,Ty Murray,0.0
8,5,Chuck Wicks,0.0
8,5,David Alan Grier,0.0
8,5,Gilles Marini,0.0
8,5,Lawrence Taylor,0.0
8,5,Lil' Kim,0.0
8,5,Melissa Rycroft,0.0
8,5,Shawn Johnson,0.0
8,5,Steve-O,0.0
8,5,Ty Murray,0.0
8,6,Chuck Wicks,0.0
8,6,Gilles Marini,0.0
8,6,Lawrence Taylor,0.0
8,6,Lil' Kim,0.0
8,6,Melissa Rycroft,0.0
8,6,Shawn Johnson,0.0
8,6,Steve-O,0.0
8,6,Ty Murray,0.0
8,7,Chuck Wicks,0.0
8,7,Gilles Marini,0.0
8,7,Lawrence Taylor,0.0
8,7,Lil' Kim,0.0
8,7,Melissa Rycroft,0.0
8,7,Shawn Johnson,0.0
8,7,Ty Murray,0.0
8,8,Chuck Wicks,0.0
8,8,Gilles Marini,0.0
8,8,Lil' Kim,0.0
8,8,Melissa Rycroft,0.0
8,8,Shawn Johnson,0.0
8,8,Ty Murray,0.0
8,9,Gilles Marini,0.0
8,9,Lil' Kim,0.0
8,9,Melissa Rycroft,0.0
8,9,Shawn Johnson,0.0
8,9,Ty Murray,0.0
8,10,Gilles Marini,0.0
8,10,Melissa Rycroft,0.0
8,10,Shawn Johnson,0.0
8,10,Ty Murray,0.0
8,11,Gilles Marini,0.0
8,11,Melissa Rycroft,0.0
8,11,Shawn Johnson,0.0
9,1,Aaron Carter,0.0
9,1,Ashley Hamiliton,0.0
9,1,Chuck Liddell,0.0
9,1,Debi Mazar,0.0
9,1,Donny Osmond,0.0
9,1,Joanna Krupa,0.0
9,1,Kathy Ireland,0.0
9,1,Kelly Osbourne,0.0
9,1,Louie Vito,0.0
9,1,Macy Gray,0.0
9,1,Mark Dacascos,0.0
9,1,Melissa Joan Hart,0.0
9,1,Michael Irvin,0.0
9,1,Mya,0.0
9,1,Natalie Coughlin,0.0
9,1,Tom DeLay,0.0
9,2,Aaron Carter,0.0
9,2,Chuck Liddell,0.0
9,2,Debi Mazar,0.0
9,2,Donny Osmond,0.0
9,2,Joanna Krupa,0.0
9,2,Kathy Ireland,0.0
9,2,Kelly Osbourne,0.0
9,2,Louie Vito,0.0
9,2,Mark Dacascos,0.0
9,2,Melissa Joan Hart,0.0
9,2,Michael Irvin,0.0
9,2,Mya,0.0
9,2,Natalie Coughlin,0.0
9,2,Tom DeLay,0.0
9,3,Aaron Carter,0.0
9,3,Chuck Liddell,0.0
9,3,Debi Mazar,0.0
9,3,Donny Osmond,0.0
9,3,Joanna Krupa,0.0
9,3,Kelly Osbourne,0.0
9,3,Louie Vito,0.0
9,3,Mark Dacascos,0.0
9,3,Melissa Joan Hart,0.0
9,3,Michael Irvin,0.0
9,3,Mya,0.0
9,3,Natalie Coughlin,0.0
9,3,Tom DeLay,0.0
9,4,Aaron Carter,0.0
9,4,Chuck Liddell,0.0
9,4,Donny Osmond,0.0
9,4,Joanna Krupa,0.0
9,4,Kelly Osbourne,0.0
9,4,Louie Vito,0.0
9,4,Mark Dacascos,0.0
9,4,Melissa Joan Hart,0.0
9,4,Michael Irvin,0.0
9,4,Mya,0.0
9,4,Natalie Coughlin,0.0
9,5,Aaron Carter,0.0
9,5,Donny Osmond,0.0
9,5,Joanna Krupa,0.0
9,5,Kelly Osbourne,0.0
9,5,Louie Vito,0.0
9,5,Mark Dacascos,0.0
9,5,Melissa Joan Hart,0.0
9,5,Michael Irvin,0.0
9,5,Mya,0.0
9,5,Natalie Coughlin,0.0
9,6,Aaron Carter,0.0
9,6,Donny Osmond,0.0
9,6,Joanna Krupa,0.0
9,6,Kelly Osbourne,0.0
9,6,Louie Vito,0.0
9,6,Mark Dacascos,0.0
9,6,Melissa Joan Hart,0.0
9,6,Michael Irvin,0.0
9,6,Mya,0.0
9,7,Aaron Carter,0.0
9,7,Donny Osmond,0.0
9,7,Joanna Krupa,0.0
9,7,Kelly Osbourne,0.0
9,7,Mark Dacascos,0.0
9,7,Michael Irvin,0.0
9,7,Mya,0.0
9,8,Aaron Carter,0.0
9,8,Donny Osmond,0.0
9,8,Joanna Krupa,0.0
9,8,Kelly Osbourne,0.0
9,8,Mya,0.0
9,9,Donny Osmond,0.0
9,9,Joanna Krupa,0.0
9,9,Kelly Osbourne,0.0
9,9,Mya,0.0
9,10,Donny Osmond,0.0
9,10,Kelly Osbourne,0.0
9,10,Mya,0.0
10,1,Aiden Turner,0.0
10,1,Buzz Aldrin,0.0
10,1,Chad Ochocinco,0.0
10,1,Erin Andrews,0.0
10,1,Evan Lysacek,0.0
10,1,Jake Pavelka,0.0
10,1,Kate Gosselin,0.0
10,1,Nicole Scherzinger,0.0
10,1,Niecy Nash,0.0
10,1,Pamela Anderson,0.0
10,1,Shannen Doherty,0.0
10,2,Aiden Turner,0.0
10,2,Buzz Aldrin,0.0
10,2,Chad Ochocinco,0.0
10,2,Erin Andrews,0.0
10,2,Evan Lysacek,0.0
10,2,Jake Pavelka,0.0
10,2,Kate Gosselin,0.0
10,2,Nicole Scherzinger,0.0
10,2,Niecy Nash,0.0
10,2,Pamela Anderson,0.0
10,2,Shannen Doherty,0.0
10,3,Aiden Turner,0.0
10,3,Buzz Aldrin,0.0
10,3,Chad Ochocinco,0.0
10,3,Erin Andrews,0.0
10,3,Evan Lysacek,0.0
10,3,Jake Pavelka,0.0
10,3,Kate Gosselin,0.0
10,3,Nicole Scherzinger,0.0
10,3,Niecy Nash,0.0
10,3,Pamela Anderson,0.0
10,4,Aiden Turner,0.0
10,4,Chad Ochocinco,0.0
10,4,Erin Andrews,0.0
10,4,Evan Lysacek,0.0
10,4,Jake Pavelka,0.0
10,4,Kate Gosselin,0.0
10,4,Nicole Scherzinger,0.0
10,4,Niecy Nash,0.0
10,4,Pamela Anderson,0.0
10,5,Chad Ochocinco,0.0
10,5,Erin Andrews,0.0
10,5,Evan Lysacek,0.0
10,5,Jake Pavelka,0.0
10,5,Kate Gosselin,0.0
10,5,Nicole Scherzinger,0.0
10,5,Niecy Nash,0.0
10,5,Pamela Anderson,0.0
10,6,Chad Ochocinco,0.0
10,6,Erin Andrews,0.0
10,6,Evan Lysacek,0.0
10,6,Jake Pavelka,0.0
10,6,Nicole Scherzinger,0.0
10,6,Niecy Nash,0.0
10,6,Pamela Anderson,0.0
10,7,Chad Ochocinco,0.0
10,7,Erin Andrews,0.0
10,7,Evan Lysacek,0.0
10,7,Nicole Scherzinger,0.0
10,7,Niecy Nash,0.0
10,7,Pamela Anderson,0.0
10,8,Chad Ochocinco,0.0
10,8,Erin Andrews,0.0
10,8,Evan Lysacek,0.0
10,8,Nicole Scherzinger,0.0
10,8,Niecy Nash,0.0
10,9,Chad Ochocinco,0.0
10,9,Erin Andrews,0.0
10,9,Evan Lysacek,0.0
10,9,Nicole Scherzinger,0.0
10,10,Erin Andrews,0.0
10,10,Evan Lysacek,0.0
10,10,Nicole Scherzinger,0.0
11,1,Audrina Patridge,0.0
11,1,Brandy,0.0
11,1,Bristol Palin,0.0
11,1,David Hasselhoff,0.0
11,1,Florence Henderson,0.0
11,1,Jennifer Grey,0.0
11,1,Kurt Warner,0.0
11,1,Kyle Massey,0.0
11,1,Margaret Cho,0.0
11,1,Michael Bolton,0.0
11,1,Rick Fox,0.0
11,1,The Situation,0.0
11,2,Audrina Patridge,0.0
11,2,Brandy,0.0
11,2,Bristol Palin,0.0
11,2,Florence Henderson,0.0
11,2,Jennifer Grey,0.0
11,2,Kurt Warner,0.0
11,2,Kyle Massey,0.0
11,2,Margaret Cho,0.0
11,2,Michael Bolton,0.0
11,2,Rick Fox,0.0
11,2,The Situation,0.0
11,3,Audrina Patridge,0.0
11,3,Brandy,0.0
11,3,Bristol Palin,0.0
11,3,Florence Henderson,0.0
11,3,Jennifer Grey,0.0
11,3,Kurt Warner,0.0
11,3,Kyle Massey,0.0
11,3,Margaret Cho,0.0
11,3,Rick Fox,0.0
11,3,The Situation,0.0
11,4,Audrina Patridge,0.0
11,4,Brandy,0.0
11,4,Bristol Palin,0.0
11,4,Florence Henderson,0.0
11,4,Jennifer Grey,0.0
11,4,Kurt Warner,0.0
11,4,Kyle Massey,0.0
11,4,Rick Fox,0.0
11,4,The Situation,0.0
11,5,Audrina Patridge,0.0
11,5,Brandy,0.0
11,5,Bristol Palin,0.0
11,5,Florence Henderson,0.0
11,5,Jennifer Grey,0.0
11,5,Kurt Warner,0.0
11,5,Kyle Massey,0.0
11,5,Rick Fox,0.0
11,6,Audrina Patridge,0.0
11,6,Brandy,0.0
11,6,Bristol Palin,0.0
11,6,Jennifer Grey,0.0
11,6,Kurt Warner,0.0
11,6,Kyle Massey,0.0
11,6,Rick Fox,0.0
11,7,Brandy,0.0
11,7,Bristol Palin,0.0
11,7,Jennifer Grey,0.0
11,7,Kurt Warner,0.0
11,7,Kyle Massey,0.0
11,7,Rick Fox,0.0
11,8,Brandy,0.0
11,8,Bristol Palin,0.0
11,8,Jennifer Grey,0.0
11,8,Kurt Warner,0.0
11,8,Kyle Massey,0.0
11,9,Brandy,0.0
11,9,Bristol Palin,0.0
11,9,Jennifer Grey,0.0
11,9,Kyle Massey,0.0
11,10,Bristol Palin,0.0
11,10,Jennifer Grey,0.0
11,10,Kyle Massey,0.0
12,1,Chelsea Kane,0.026535014179223423
12,1,Chris Jericho,0.031187932506502897
12,1,Hines Ward,0.030576007254260767
12,1,Kendra Wilkinson,0.027454293197731988
