season,week,celebrity_name,judge_percent,judge_rank,fan_vote_percent,fan_vote_rank,total_percent,total_rank
2,3,Jerry Rice,0.104,7,0.134,3,0.238,10
2,3,Master P,0.077,8,0.157,1,0.234,9
2,4,Drew Lachey,0.177,1,0.154,2,0.331,3
2,4,Lisa Rinna,0.165,2,0.136,5,0.301,7
2,4,Stacy Keibler,0.165,2,0.154,3,0.319,5
2,4,Tia Carrere,0.158,4,0.126,7,0.284,11
2,4,Jerry Rice,0.152,5,0.154,1,0.306,6
2,4,George Hamilton,0.133,6,0.132,6,0.265,12
2,4,Master P,0.051,7,0.146,4,0.197,11
2,5,Stacy Keibler,0.199,1,0.187,3,0.386,4
2,5,Drew Lachey,0.179,2,0.187,1,0.366,3
2,5,Lisa Rinna,0.166,3,0.155,4,0.321,7
2,5,George Hamilton,0.159,4,0.147,5,0.306,9
2,5,Jerry Rice,0.152,5,0.187,2,0.339,7
2,5,Tia Carrere,0.146,6,0.137,6,0.283,12
2,6,Drew Lachey,0.226,1,0.225,1,0.451,2
2,6,Stacy Keibler,0.226,1,0.225,3,0.451,4
2,6,Lisa Rinna,0.203,3,0.169,4,0.372,7
2,6,George Hamilton,0.173,4,0.155,5,0.328,9
2,6,Jerry Rice,0.173,4,0.225,2,0.398,6
2,7,Drew Lachey,0.27,1,0.274,1,0.544,2
2,7,Stacy Keibler,0.27,1,0.274,2,0.544,3
2,7,Lisa Rinna,0.26,3,0.179,4,0.439,7
2,7,Jerry Rice,0.201,4,0.274,3,0.475,7
2,8,Drew Lachey,0.344,1,0.333,1,0.677,2
2,8,Stacy Keibler,0.34,2,0.333,2,0.673,4
2,8,Jerry Rice,0.316,3,0.333,3,0.649,6
3,1,Mario Lopez,0.123,1,0.097,1,0.22,2
3,1,Emmitt Smith,0.113,2,0.097,2,0.21,4
3,1,Vivica A. Fox,0.104,3,0.089,9,0.193,12
3,1,Willa Ford,0.104,3,0.09,7,0.194,10
3,1,Joey Lawrence,0.099,5,0.094,3,0.193,8
3,1,Monique Coleman,0.09,6,0.094,4,0.184,10
3,1,Shanna Moakler,0.085,7,0.085,10,0.17,17
3,1,Harry Hamlin,0.08,8,0.089,8,0.169,16
3,1,Jerry Springer,0.075,9,0.094,5,0.169,14
3,1,Sara Evans,0.071,10,0.092,6,0.163,16
3,1,Tucker Carlson,0.057,11,0.079,11,0.136,22
3,2,Joey Lawrence,0.126,1,0.104,3,0.23,4
3,2,Monique Coleman,0.113,2,0.103,4,0.216,6
3,2,Emmitt Smith,0.104,3,0.108,2,0.212,5
3,2,Vivica A. Fox,0.104,3,0.094,9,0.198,12
3,2,Willa Ford,0.1,5,0.097,7,0.197,12
3,2,Shanna Moakler,0.096,6,0.09,10,0.186,16
3,2,Harry Hamlin,0.091,7,0.095,8,0.186,15
3,2,Mario Lopez,0.091,7,0.108,1,0.199,8
3,2,Sara Evans,0.091,7,0.1,6,0.191,13
3,2,Jerry Springer,0.083,10,0.103,5,0.186,15
3,3,Monique Coleman,0.13,1,0.115,4,0.245,5
3,3,Vivica A. Fox,0.13,1,0.099,9,0.229,10
3,3,Sara Evans,0.121,3,0.109,6,0.23,9
3,3,Harry Hamlin,0.106,4,0.099,8,0.205,12
3,3,Joey Lawrence,0.106,4,0.116,3,0.222,7
3,3,Mario Lopez,0.106,4,0.123,1,0.229,5
3,3,Willa Ford,0.106,4,0.104,7,0.21,11
3,3,Jerry Springer,0.101,8,0.114,5,0.215,13
3,3,Emmitt Smith,0.092,9,0.123,2,0.215,11
3,4,Mario Lopez,0.146,1,0.144,1,0.29,2
3,4,Willa Ford,0.141,2,0.108,7,0.249,9
3,4,Joey Lawrence,0.136,3,0.131,3,0.267,6
3,4,Emmitt Smith,0.121,4,0.144,2,0.265,6
3,4,Monique Coleman,0.121,4,0.129,4,0.25,8
3,4,Vivica A. Fox,0.121,4,0.098,8,0.219,12
3,4,Jerry Springer,0.111,7,0.127,5,0.238,12
3,4,Sara Evans,0.101,8,0.118,6,0.219,14
3,5,Emmitt Smith,0.149,1,0.173,2,0.322,3
3,5,Mario Lopez,0.149,1,0.173,1,0.322,2
3,5,Monique Coleman,0.149,1,0.145,4,0.294,5
3,5,Willa Ford,0.149,1,0.105,7,0.254,8
3,5,Joey Lawrence,0.138,5,0.149,3,0.287,8
3,5,Jerry Springer,0.133,6,0.141,5,0.274,11
3,5,Sara Evans,0.133,6,0.112,6,0.245,12
3,6,Mario Lopez,0.237,1,0.23,2,0.467,3
3,6,Emmitt Smith,0.212,2,0.23,1,0.442,3
3,6,Joey Lawrence,0.203,3,0.186,3,0.389,6
3,6,Monique Coleman,0.195,4,0.181,4,0.376,8
3,6,Jerry Springer,0.153,5,0.173,5,0.326,10
3,7,Emmitt Smith,0.211,1,0.251,2,0.462,3
3,7,Joey Lawrence,0.211,1,0.178,3,0.389,4
3,7,Mario Lopez,0.207,3,0.251,1,0.458,4
3,7,Monique Coleman,0.2,4,0.167,4,0.367,8
3,7,Jerry Springer,0.17,5,0.154,5,0.324,10
3,8,Mario Lopez,0.261,1,0.314,1,0.575,2
3,8,Emmitt Smith,0.248,2,0.314,2,0.562,4
3,8,Joey Lawrence,0.248,2,0.195,3,0.443,5
3,8,Monique Coleman,0.243,4,0.177,4,0.42,8
3,9,Emmitt Smith,0.333,1,0.397,2,0.73,3
3,9,Joey Lawrence,0.333,1,0.206,3,0.539,4
3,9,Mario Lopez,0.333,1,0.397,1,0.73,2
3,10,Emmitt Smith,0.5,1,0.5,2,1.0,3
3,10,Mario Lopez,0.5,1,0.5,1,1.0,2
4,1,Joey Fatone,0.117,1,0.093,4,0.21,5
4,1,Laila Ali,0.112,2,0.093,3,0.205,5
4,1,Apolo Anton Ohno,0.102,3,0.093,2,0.195,5
4,1,Ian Ziering,0.102,3,0.092,6,0.194,9
4,1,Paulina Porizkova,0.092,5,0.084,11,0.176,16
4,1,Shandi Finnessey,0.092,5,0.087,10,0.179,15
4,1,Heather Mills,0.087,7,0.091,8,0.178,15
4,1,John Ratzenberger,0.083,8,0.092,7,0.175,15
4,1,Clyde Drexler,0.078,9,0.093,1,0.171,10
4,1,Leeza Gibbons,0.073,10,0.09,9,0.163,19
4,1,Billy Ray Cyrus,0.063,11,0.092,5,0.155,16
4,2,Laila Ali,0.11,1,0.094,3,0.204,4
4,2,Apolo Anton Ohno,0.106,2,0.094,2,0.2,4
4,2,Heather Mills,0.098,3,0.091,8,0.189,11
4,2,Joey Fatone,0.098,3,0.094,4,0.192,7
4,2,Ian Ziering,0.09,5,0.093,6,0.183,11
4,2,Billy Ray Cyrus,0.086,6,0.093,5,0.179,11
4,2,John Ratzenberger,0.086,6,0.092,7,0.178,13
4,2,Leeza Gibbons,0.086,6,0.089,9,0.175,15
4,2,Paulina Porizkova,0.086,6,0.08,11,0.166,17
4,2,Shandi Finnessey,0.082,10,0.084,10,0.166,20
4,2,Clyde Drexler,0.073,11,0.095,1,0.168,12
4,3,Heather Mills,0.11,1,0.098,8,0.208,9
4,3,Ian Ziering,0.11,1,0.102,6,0.212,7
4,3,Joey Fatone,0.11,1,0.105,4,0.215,5
4,3,Leeza Gibbons,0.11,1,0.095,9,0.205,10
4,3,Apolo Anton Ohno,0.106,5,0.105,2,0.211,7
4,3,Billy Ray Cyrus,0.096,6,0.102,5,0.198,11
4,3,Laila Ali,0.096,6,0.105,3,0.201,9
4,3,Shandi Finnessey,0.096,6,0.083,10,0.179,16
4,3,John Ratzenberger,0.092,9,0.101,7,0.193,16
4,3,Clyde Drexler,0.073,10,0.106,1,0.179,11
4,4,Joey Fatone,0.147,1,0.117,3,0.264,4
4,4,Apolo Anton Ohno,0.137,2,0.117,1,0.254,3
4,4,Ian Ziering,0.126,3,0.112,5,0.238,8
4,4,Heather Mills,0.121,4,0.105,8,0.226,12
4,4,Billy Ray Cyrus,0.111,5,0.113,4,0.224,9
4,4,Laila Ali,0.111,5,0.117,2,0.228,7
4,4,John Ratzenberger,0.084,7,0.111,6,0.195,13
4,4,Leeza Gibbons,0.084,7,0.099,9,0.183,16
4,4,Clyde Drexler,0.079,9,0.108,7,0.187,16
4,5,Apolo Anton Ohno,0.17,1,0.135,1,0.305,2
4,5,Laila Ali,0.159,2,0.135,2,0.294,4
4,5,Joey Fatone,0.142,3,0.135,3,0.277,6
4,5,Ian Ziering,0.136,4,0.125,5,0.261,9
4,5,Heather Mills,0.119,5,0.11,8,0.229,13
4,5,John Ratzenberger,0.102,6,0.122,6,0.224,12
4,5,Billy Ray Cyrus,0.097,7,0.126,4,0.223,11
4,5,Clyde Drexler,0.074,8,0.112,7,0.186,15
4,6,Apolo Anton Ohno,0.165,1,0.158,1,0.323,2
4,6,Laila Ali,0.165,1,0.158,2,0.323,3
4,6,Joey Fatone,0.159,3,0.158,3,0.317,6
4,6,Ian Ziering,0.141,4,0.14,5,0.281,9
4,6,Heather Mills,0.135,5,0.111,7,0.246,12
4,6,Billy Ray Cyrus,0.124,6,0.141,4,0.265,10
4,6,John Ratzenberger,0.112,7,0.134,6,0.246,13
4,7,Joey Fatone,0.191,1,0.186,2,0.377,3
4,7,Laila Ali,0.191,1,0.186,1,0.377,2
4,7,Apolo Anton Ohno,0.175,3,0.186,3,0.361,6
4,7,Ian Ziering,0.175,3,0.154,5,0.329,8
4,7,John Ratzenberger,0.146,5,0.132,6,0.278,11
4,7,Billy Ray Cyrus,0.123,6,0.155,4,0.278,10
4,8,Apolo Anton Ohno,0.231,1,0.224,2,0.455,3
4,8,Joey Fatone,0.219,2,0.224,1,0.443,3
4,8,Laila Ali,0.211,3,0.224,3,0.435,6
4,8,Ian Ziering,0.187,4,0.168,4,0.355,8
4,8,Billy Ray Cyrus,0.151,5,0.16,5,0.311,10
4,9,Joey Fatone,0.253,1,0.274,1,0.527,2
4,9,Laila Ali,0.253,1,0.274,3,0.527,4
4,9,Apolo Anton Ohno,0.249,3,0.274,2,0.523,5
4,9,Ian Ziering,0.245,4,0.179,4,0.424,8
4,10,Apolo Anton Ohno,0.34,1,0.333,2,0.673,3
4,10,Joey Fatone,0.332,2,0.333,1,0.665,3
4,10,Laila Ali,0.328,3,0.333,3,0.661,6
5,1,Sabrina Bryan,0.101,1,0.084,8,0.185,9
5,1,Helio Castroneves,0.097,2,0.086,3,0.183,5
5,1,Jane Seymour,0.093,3,0.085,7,0.178,10
5,1,Mel B,0.093,3,0.086,4,0.179,7
5,1,Albert Reed,0.082,5,0.073,12,0.155,17
5,1,Cameron Mathison,0.082,5,0.085,6,0.167,11
5,1,Jennie Garth,0.082,5,0.085,5,0.167,10
5,1,Marie Osmond,0.082,5,0.086,2,0.168,7
5,1,Mark Cuban,0.082,5,0.084,9,0.166,14
5,1,Wayne Newton,0.074,10,0.088,1,0.162,11
5,1,Floyd Mayweather Jr. ,0.07,11,0.083,10,0.153,21
5,1,Josie Maran,0.062,12,0.074,11,0.136,23
5,2,Helio Castroneves,0.113,1,0.094,3,0.207,4
5,2,Sabrina Bryan,0.109,2,0.091,8,0.2,10
5,2,Marie Osmond,0.101,3,0.094,2,0.195,5
5,2,Mel B,0.097,4,0.094,4,0.191,8
5,2,Albert Reed,0.088,5,0.072,11,0.16,16
5,2,Cameron Mathison,0.088,5,0.093,6,0.181,11
5,2,Floyd Mayweather Jr. ,0.088,5,0.089,10,0.177,15
5,2,Jane Seymour,0.088,5,0.092,7,0.18,12
5,2,Jennie Garth,0.088,5,0.093,5,0.181,10
5,2,Mark Cuban,0.076,10,0.091,9,0.167,19
5,2,Wayne Newton,0.063,11,0.097,1,0.16,12
5,3,Jane Seymour,0.113,1,0.1,6,0.213,7
5,3,Mel B,0.113,1,0.104,3,0.217,4
5,3,Sabrina Bryan,0.113,1,0.098,7,0.211,8
5,3,Jennie Garth,0.109,4,0.101,4,0.21,8
5,3,Marie Osmond,0.109,4,0.104,1,0.213,5
5,3,Helio Castroneves,0.1,6,0.104,2,0.204,8
5,3,Cameron Mathison,0.096,7,0.101,5,0.197,12
5,3,Floyd Mayweather Jr. ,0.088,8,0.095,10,0.183,18
5,3,Mark Cuban,0.084,9,0.097,8,0.181,17
5,3,Wayne Newton,0.075,10,0.096,9,0.171,19
5,4,Sabrina Bryan,0.128,1,0.107,7,0.235,8
5,4,Cameron Mathison,0.115,2,0.112,5,0.227,7
5,4,Helio Castroneves,0.115,2,0.118,1,0.233,3
5,4,Jennie Garth,0.115,2,0.113,4,0.228,6
5,4,Jane Seymour,0.111,5,0.111,6,0.222,11
5,4,Marie Osmond,0.111,5,0.118,3,0.229,8
5,4,Mel B,0.111,5,0.118,2,0.229,7
5,4,Floyd Mayweather Jr. ,0.098,8,0.1,9,0.198,17
5,4,Mark Cuban,0.094,9,0.105,8,0.199,17
5,5,Mel B,0.146,1,0.135,1,0.281,2
5,5,Sabrina Bryan,0.141,2,0.114,7,0.255,9
5,5,Cameron Mathison,0.131,3,0.123,5,0.254,8
5,5,Jane Seymour,0.131,3,0.123,6,0.254,9
5,5,Jennie Garth,0.126,5,0.125,4,0.251,9
5,5,Helio Castroneves,0.116,6,0.135,2,0.251,8
5,5,Marie Osmond,0.106,7,0.135,3,0.241,10
5,5,Mark Cuban,0.106,7,0.11,8,0.216,15
5,6,Mel B,0.167,1,0.158,1,0.325,2
5,6,Helio Castroneves,0.156,2,0.158,2,0.314,4
5,6,Jennie Garth,0.15,3,0.14,4,0.29,7
5,6,Cameron Mathison,0.139,4,0.136,5,0.275,9
5,6,Sabrina Bryan,0.139,4,0.117,7,0.256,11
5,6,Marie Osmond,0.128,6,0.158,3,0.286,9
5,6,Jane Seymour,0.122,7,0.134,6,0.256,13
5,7,Mel B,0.173,1,0.187,1,0.36,2
5,7,Jennie Garth,0.17,2,0.154,4,0.324,6
5,7,Helio Castroneves,0.167,3,0.187,2,0.354,5
5,7,Marie Osmond,0.167,3,0.187,3,0.354,6
5,7,Cameron Mathison,0.163,5,0.147,5,0.31,10
5,7,Jane Seymour,0.16,6,0.139,6,0.299,12
5,8,Helio Castroneves,0.217,1,0.225,2,0.442,3
5,8,Mel B,0.213,2,0.225,1,0.438,3
5,8,Cameron Mathison,0.194,3,0.155,5,0.349,8
5,8,Jennie Garth,0.19,4,0.169,4,0.359,8
5,8,Marie Osmond,0.186,5,0.225,3,0.411,8
5,9,Helio Castroneves,0.256,1,0.274,3,0.53,4
5,9,Mel B,0.256,1,0.274,2,0.53,3
5,9,Jennie Garth,0.248,3,0.179,4,0.427,7
5,9,Marie Osmond,0.239,4,0.274,1,0.513,5
5,10,Mel B,0.357,1,0.333,3,0.69,4
5,10,Helio Castroneves,0.353,2,0.333,2,0.686,4
5,10,Marie Osmond,0.29,3,0.333,1,0.623,4
6,1,Kristi Yamaguchi,0.111,1,0.086,3,0.197,4
6,1,Mario,0.099,2,0.085,5,0.184,7
6,1,Priscilla Presley,0.099,2,0.084,8,0.183,10
6,1,Jason Taylor,0.091,4,0.086,1,0.177,5
6,1,Marlee Matlin,0.091,4,0.085,7,0.176,11
6,1,Cristian de la Fuente,0.086,6,0.086,2,0.172,8
6,1,Shannon Elizabeth,0.086,6,0.085,6,0.171,12
6,1,Marissa Jaret Winokur,0.074,8,0.085,4,0.159,12
6,1,Steve Guttenberg,0.074,8,0.082,10,0.156,18
6,1,Penn Jillette,0.066,10,0.076,12,0.142,22
6,1,Adam Carolla,0.062,11,0.083,9,0.145,20
6,1,Monica Seles,0.062,11,0.076,11,0.138,22
6,2,Jason Taylor,0.105,1,0.088,1,0.193,2
6,2,Kristi Yamaguchi,0.105,1,0.088,3,0.193,4
6,2,Mario,0.101,3,0.086,5,0.187,8
6,2,Marlee Matlin,0.093,4,0.085,7,0.178,11
6,2,Shannon Elizabeth,0.093,4,0.086,6,0.179,10
6,2,Marissa Jaret Winokur,0.082,6,0.087,4,0.169,10
6,2,Priscilla Presley,0.082,6,0.085,8,0.167,14
6,2,Cristian de la Fuente,0.078,8,0.088,2,0.166,10
6,2,Adam Carolla,0.074,9,0.083,9,0.157,18
6,2,Penn Jillette,0.066,10,0.072,11,0.138,21
6,2,Steve Guttenberg,0.062,11,0.081,10,0.143,21
6,2,Monica Seles,0.058,12,0.072,12,0.13,24
6,3,Kristi Yamaguchi,0.118,1,0.104,3,0.222,4
6,3,Priscilla Presley,0.114,2,0.098,8,0.212,10
6,3,Cristian de la Fuente,0.11,3,0.104,2,0.214,5
6,3,Shannon Elizabeth,0.105,4,0.1,6,0.205,10
6,3,Jason Taylor,0.101,5,0.104,1,0.205,6
6,3,Adam Carolla,0.092,6,0.095,9,0.187,15
6,3,Mario,0.092,6,0.101,5,0.193,11
6,3,Marlee Matlin,0.092,6,0.099,7,0.191,13
6,3,Steve Guttenberg,0.092,6,0.091,10,0.183,16
6,3,Marissa Jaret Winokur,0.083,10,0.102,4,0.185,14
6,4,Jason Taylor,0.129,1,0.118,1,0.247,2
6,4,Kristi Yamaguchi,0.129,1,0.118,3,0.247,4
6,4,Shannon Elizabeth,0.124,3,0.11,6,0.234,9
6,4,Cristian de la Fuente,0.116,4,0.118,2,0.234,6
6,4,Mario,0.107,5,0.112,5,0.219,10
6,4,Marissa Jaret Winokur,0.107,5,0.113,4,0.22,9
6,4,Marlee Matlin,0.107,5,0.108,7,0.215,12
6,4,Priscilla Presley,0.098,8,0.105,8,0.203,16
6,4,Adam Carolla,0.084,9,0.1,9,0.184,18
6,5,Kristi Yamaguchi,0.148,1,0.135,3,0.283,4
6,5,Jason Taylor,0.138,2,0.135,1,0.273,3
6,5,Mario,0.138,2,0.123,5,0.261,7
6,5,Marissa Jaret Winokur,0.122,4,0.125,4,0.247,8
6,5,Cristian de la Fuente,0.117,5,0.135,2,0.252,7
6,5,Shannon Elizabeth,0.117,5,0.12,6,0.237,11
6,5,Marlee Matlin,0.112,7,0.116,7,0.228,14
6,5,Priscilla Presley,0.107,8,0.11,8,0.217,16
6,6,Kristi Yamaguchi,0.167,1,0.158,3,0.325,4
6,6,Mario,0.156,2,0.135,5,0.291,7
6,6,Cristian de la Fuente,0.15,3,0.158,2,0.308,5
6,6,Marissa Jaret Winokur,0.144,4,0.14,4,0.284,8
6,6,Jason Taylor,0.133,5,0.158,1,0.291,6
6,6,Shannon Elizabeth,0.133,5,0.13,6,0.263,11
6,6,Marlee Matlin,0.117,7,0.122,7,0.239,14
6,7,Jason Taylor,0.178,1,0.187,1,0.365,2
6,7,Kristi Yamaguchi,0.175,2,0.187,3,0.362,5
6,7,Marissa Jaret Winokur,0.168,3,0.155,4,0.323,7
6,7,Mario,0.165,4,0.147,5,0.312,9
6,7,Shannon Elizabeth,0.165,4,0.137,6,0.302,10
6,7,Cristian de la Fuente,0.149,6,0.187,2,0.336,8
6,8,Cristian de la Fuente,0.213,1,0.225,2,0.438,3
6,8,Kristi Yamaguchi,0.206,2,0.225,3,0.431,5
6,8,Mario,0.199,3,0.155,5,0.354,8
6,8,Jason Taylor,0.195,4,0.225,1,0.42,5
6,8,Marissa Jaret Winokur,0.187,5,0.169,4,0.356,9
6,9,Kristi Yamaguchi,0.259,1,0.274,3,0.533,4
6,9,Cristian de la Fuente,0.255,2,0.274,2,0.529,4
6,9,Jason Taylor,0.25,3,0.274,1,0.524,4
6,9,Marissa Jaret Winokur,0.236,4,0.179,4,0.415,8
6,10,Kristi Yamaguchi,0.355,1,0.333,3,0.688,4
6,10,Jason Taylor,0.337,2,0.333,1,0.67,3
6,10,Cristian de la Fuente,0.308,3,0.333,2,0.641,5
7,1,Brooke Burke,0.097,1,0.082,2,0.179,3
7,1,Toni Braxton,0.089,2,0.08,9,0.169,11
7,1,Lance Bass,0.085,3,0.082,4,0.167,7
7,1,Warren Sapp,0.085,3,0.082,3,0.167,6
7,1,Misty May-Treanor,0.083,5,0.067,11,0.15,16
7,1,Cody Linley,0.081,6,0.082,5,0.163,11
7,1,Maurice Greene,0.077,7,0.081,6,0.158,13
7,1,Kim Kardashian,0.073,8,0.071,10,0.144,18
7,1,Susan Lucci,0.073,8,0.081,7,0.154,15
7,1,Ted McGinley,0.073,8,0.063,12,0.136,20
7,1,Rocco DiSpirito,0.069,11,0.081,8,0.15,19
7,1,Cloris Leachman,0.063,12,0.083,1,0.146,13
7,1,Jeffrey Ross,0.048,13,0.063,13,0.111,26
7,2,Brooke Burke,0.109,1,0.096,2,0.205,3
7,2,Warren Sapp,0.109,1,0.096,3,0.205,4
7,2,Toni Braxton,0.104,3,0.092,9,0.196,12
7,2,Cody Linley,0.095,4,0.095,5,0.19,9
7,2,Misty May-Treanor,0.095,4,0.07,11,0.165,15
7,2,Susan Lucci,0.095,4,0.094,7,0.189,11
7,2,Lance Bass,0.09,7,0.096,4,0.186,11
7,2,Maurice Greene,0.086,8,0.094,6,0.18,14
7,2,Kim Kardashian,0.077,9,0.077,10,0.154,19
7,2,Rocco DiSpirito,0.072,10,0.093,8,0.165,18
7,2,Cloris Leachman,0.068,11,0.097,1,0.165,12
7,3,Brooke Burke,0.141,1,0.114,2,0.255,3
7,3,Warren Sapp,0.126,2,0.114,1,0.24,3
7,3,Maurice Greene,0.121,3,0.111,6,0.232,9
7,3,Lance Bass,0.111,4,0.114,3,0.225,7
7,3,Toni Braxton,0.111,4,0.107,8,0.218,12
7,3,Cody Linley,0.106,6,0.112,4,0.218,10
7,3,Susan Lucci,0.106,6,0.11,7,0.216,13
7,3,Rocco DiSpirito,0.101,8,0.106,9,0.207,17
7,3,Cloris Leachman,0.08,9,0.111,5,0.191,14
7,4,Brooke Burke,0.128,1,0.118,3,0.246,4
7,4,Lance Bass,0.128,1,0.118,2,0.246,3
7,4,Susan Lucci,0.118,3,0.11,6,0.228,9
7,4,Cody Linley,0.113,4,0.113,4,0.226,8
7,4,Cloris Leachman,0.108,5,0.109,7,0.217,12
7,4,Toni Braxton,0.108,5,0.105,8,0.213,13
7,4,Warren Sapp,0.108,5,0.118,1,0.226,6
7,4,Maurice Greene,0.099,8,0.111,5,0.21,13
7,4,Rocco DiSpirito,0.089,9,0.1,9,0.189,18
7,5,Brooke Burke,0.149,1,0.135,3,0.284,4
7,5,Cody Linley,0.144,2,0.125,4,0.269,6
7,5,Maurice Greene,0.138,3,0.123,5,0.261,8
7,5,Warren Sapp,0.128,4,0.135,2,0.263,6
7,5,Susan Lucci,0.113,5,0.12,6,0.233,11
7,5,Toni Braxton,0.113,5,0.11,8,0.223,13
7,5,Cloris Leachman,0.108,7,0.117,7,0.225,14
7,5,Lance Bass,0.108,7,0.135,1,0.243,8
7,6,Lance Bass,0.169,1,0.158,1,0.327,2
7,6,Brooke Burke,0.162,2,0.158,3,0.32,5
7,6,Warren Sapp,0.156,3,0.158,2,0.314,5
7,6,Cody Linley,0.144,4,0.14,4,0.284,8
7,6,Susan Lucci,0.144,4,0.13,6,0.274,10
7,6,Maurice Greene,0.131,6,0.135,5,0.266,11
7,6,Cloris Leachman,0.094,7,0.122,7,0.216,14
7,7,Brooke Burke,0.204,1,0.187,3,0.391,4
7,7,Lance Bass,0.17,2,0.187,1,0.357,3
7,7,Maurice Greene,0.17,2,0.147,5,0.317,7
7,7,Susan Lucci,0.163,4,0.137,6,0.3,10
7,7,Cody Linley,0.15,5,0.155,4,0.305,9
7,7,Warren Sapp,0.143,6,0.187,2,0.33,8
7,8,Brooke Burke,0.216,1,0.225,3,0.441,4
7,8,Warren Sapp,0.212,2,0.225,2,0.437,4
7,8,Lance Bass,0.196,3,0.225,1,0.421,4
7,8,Cody Linley,0.188,4,0.169,4,0.357,8
7,8,Maurice Greene,0.188,4,0.155,5,0.343,9
7,9,Lance Bass,0.284,1,0.274,3,0.558,4
7,9,Brooke Burke,0.244,2,0.274,2,0.518,4
7,9,Warren Sapp,0.244,2,0.274,1,0.518,3
7,9,Cody Linley,0.229,4,0.179,4,0.408,8
7,10,Brooke Burke,0.353,1,0.333,2,0.686,3
7,10,Lance Bass,0.324,2,0.333,3,0.657,5
7,10,Warren Sapp,0.324,2,0.333,1,0.657,3
8,1,Gilles Marini,0.099,1,0.078,4,0.177,5
8,1,Melissa Rycroft,0.095,2,0.078,5,0.173,7
8,1,Shawn Johnson,0.095,2,0.078,3,0.173,5
8,1,Lil' Kim,0.086,4,0.078,7,0.164,11
8,1,Chuck Wicks,0.082,5,0.078,8,0.16,13
8,1,David Alan Grier,0.078,6,0.077,10,0.155,16
8,1,Denise Richards,0.074,7,0.072,12,0.146,19
8,1,Holly Madison,0.074,7,0.076,11,0.15,18
8,1,Belinda Carlisle,0.07,9,0.071,13,0.141,22
8,1,Steve-O,0.07,9,0.08,1,0.15,10
8,1,Lawrence Taylor,0.066,11,0.078,9,0.144,20
