season,week,n_w,omega,tauCJ_rank,tauCF_rank,BI_rank,tauCJ_percent,tauCF_percent,BI_percent,judge_fan_identical
6,10,3,3,0.33333333333333337,0.33333333333333337,0.0,1.0,-0.33333333333333337,-0.6666666666666667,False
7,1,13,78,0.6667259338283311,0.7013578501792769,0.01731595817547288,0.7867366019174308,0.5714767668127441,-0.10762991755234336,False
7,2,11,55,0.5577954598817947,0.5741725345968929,0.008188537357549097,0.784313725490196,0.3587460832234465,-0.21278382113337474,False
7,3,9,36,0.7826908981308053,0.7042952122737639,-0.03919784292852069,0.9566222088265398,0.5352643613280604,-0.2106789237492397,False
7,4,9,36,0.747017880833996,0.7606388292556648,0.006810474210834416,0.9398255470157902,0.5716619504750294,-0.1840817982703804,False
7,5,8,28,0.6923076923076924,0.5929994533288809,-0.049654119489405735,0.667124384994991,0.5714285714285714,-0.047847906783209826,False
7,6,7,21,0.95,0.8783100656536799,-0.03584496717316005,0.9759000729485332,0.8095238095238096,-0.08318813171236178,False
7,7,6,15,0.41403933560541256,0.6,0.09298033219729371,0.41403933560541256,0.6,0.09298033219729371,False
7,8,5,10,0.7559289460184545,0.8366600265340755,0.04036554025781047,0.9486832980505137,0.39999999999999997,-0.2743416490252568,False
7,9,4,6,0.39999999999999997,0.912870929175277,0.25643546458763855,1.0,0.18257418583505539,-0.4087129070824723,False
7,10,3,3,0.49999999999999994,0.816496580927726,0.15824829046386304,0.9999999999999999,0.0,-0.49999999999999994,False
8,1,13,78,0.5695489135379687,0.6234292001593572,0.026940143310694276,0.9271726499455306,0.2597621667330655,-0.33370524160623255,False
8,2,13,78,0.5601992173666719,0.5806572458540727,0.01022901424370043,0.8055324203115821,0.3376908167529852,-0.23392080177929847,False
8,3,12,66,0.5828398006747827,0.6259724369662708,0.021566318145744057,0.8548387096774194,0.3439179697143973,-0.255460369981511,False
8,4,11,55,0.8113207547169812,0.8334762598987155,0.011077752590867185,0.9446064278852111,0.6727272727272727,-0.13593957757896918,False
8,5,9,36,0.6857142857142857,0.7042952122737639,0.009290463279739092,0.7999999999999999,0.5916079783099616,-0.10419601084501917,False
8,6,8,28,0.6928203230275509,0.8693182879212226,0.08824898244683582,0.7777777777777778,0.6910233190806425,-0.043377229348567636,False
8,7,7,21,0.9233805168766385,0.7509392614826383,-0.08622062769700006,0.9759000729485332,0.6190476190476191,-0.17842622695045707,False
8,8,6,15,0.41403933560541256,0.4666666666666666,0.02631366553062703,0.13801311186847082,0.7333333333333333,0.29766011073243126,False
8,9,5,10,0.8249579113843054,0.8944271909999157,0.03473463980780517,0.9428090415820632,0.6708203932499368,-0.13599432416606322,False
8,10,4,6,0.912870929175277,0.912870929175277,0.0,1.0,0.6666666666666669,-0.16666666666666657,False
8,11,3,3,1.0,1.0,0.0,1.0,1.0,0.0,True
9,1,16,120,0.8620689655172415,0.8645309671165333,0.0012310007996458872,0.9655172413793104,0.7458698539828915,-0.10982369369820943,False
9,2,14,91,0.6956216846773292,0.759883265655046,0.03213079048885842,0.8755238445076731,0.5587376953345927,-0.15839307458654017,False
9,3,13,78,0.7199999999999999,0.7452413135250993,0.012620656762549698,0.9474504407420672,0.5032362797401964,-0.22210708050093542,False
9,4,11,55,0.6857453859835135,0.5741725345968929,-0.055786425693310326,0.8869503434132666,0.36698792170878686,-0.2599812108522399,False
9,5,10,45,0.6341463414634148,0.8240428163590194,0.09494823744780234,0.878048780487805,0.5886020116850139,-0.14472338440139554,False
9,6,9,36,0.7042952122737639,0.7042952122737639,0.0,0.6666666666666666,0.7222222222222222,0.02777777777777779,False
9,7,7,21,0.6499999999999999,0.6831300510639733,0.016565025531986688,0.39999999999999997,0.8783100656536799,0.23915503282683995,False
9,8,5,10,0.4444444444444444,0.7378647873726218,0.1467101714640887,0.5270462766947298,0.6,0.036476861652635084,False
9,9,4,6,0.18257418583505539,0.18257418583505539,0.0,0.3333333333333334,0.0,-0.1666666666666667,False
9,10,3,3,0.816496580927726,0.816496580927726,0.0,1.0,0.33333333333333337,-0.3333333333333333,False
10,1,11,55,0.6859943405700353,0.6238794669049377,-0.0310574368325488,0.8193821290142088,0.4770842982214229,-0.17114891539639296,False
10,2,11,55,0.6735753140545634,0.5720775535473553,-0.05074888025360402,0.8703703703703703,0.3302891295379082,-0.2700406204162311,False
10,3,10,45,0.8198127976897006,0.7956600627155523,-0.012076367487074136,0.9644856443408243,0.6137949055234262,-0.17534536940869905,False
10,4,9,36,0.7606388292556648,0.8733260632194672,0.05634361698190116,0.9444444444444445,0.6666666666666666,-0.13888888888888895,False
10,5,8,28,0.7171087882915773,0.7412493166611012,0.012070264184761925,0.9092412093166349,0.4999999999999999,-0.2046206046583175,False
10,6,7,21,0.8095238095238096,0.7142857142857143,-0.04761904761904767,0.9047619047619049,0.6190476190476191,-0.1428571428571429,False
10,7,6,15,0.8894991799933215,0.8280786712108251,-0.030710254391248193,0.667124384994991,0.9660917830792959,0.14948369904215242,False
10,8,5,10,0.9486832980505137,0.9999999999999999,0.025658350974743116,1.0,0.9486832980505138,-0.025658350974743116,False
10,9,4,6,0.9128709291752769,0.6666666666666669,-0.12310213125430503,1.0,0.5477225575051662,-0.2261387212474169,False
10,10,3,3,1.0,1.0,0.0,1.0,1.0,0.0,True
11,1,12,66,0.8295150620062531,0.8529438595319315,0.011714398762839195,0.9447561074500141,0.7175781594491397,-0.11358897400043722,False
11,2,11,55,0.8275353858384635,0.8807710121010884,0.02661781313131245,0.9413574486632834,0.7853554716071041,-0.07800098852808968,False
11,3,10,45,0.6269156688215357,0.5683286162253945,-0.029293526298070582,0.8581163303210331,0.3146266024828463,-0.27174486391909336,False
11,4,9,36,0.5512459105263765,0.6092717958449424,0.029012942659282948,0.8888888888888888,0.2222222222222222,-0.3333333333333333,False
11,5,8,28,0.510688230856951,0.3857583749052298,-0.06246492797586062,0.6910233190806424,0.14285714285714285,-0.27408308811174975,False
11,6,7,21,0.2646280620124816,0.2646280620124816,0.0,0.29277002188455997,0.19518001458970663,-0.04879500364742667,False
11,7,6,15,0.6428571428571429,0.2760262237369417,-0.1834154595601006,0.13801311186847082,0.7333333333333333,0.29766011073243126,False
11,8,5,10,0.5270462766947298,0.6,0.036476861652635084,0.31622776601683794,0.7999999999999999,0.241886116991581,False
11,9,4,6,0.912870929175277,0.912870929175277,0.0,0.6666666666666669,1.0,0.16666666666666657,False
11,10,3,3,0.0,0.0,0.0,1.0,-1.0,-1.0,False
12,1,11,55,0.8762302154233784,0.9075630385563792,0.015666411566500393,0.9813067629253163,0.7706746355884524,-0.10531606366843194,False
12,2,11,55,0.7660323462854265,0.7339758434175737,-0.016028251433926388,0.9341987329938276,0.5636363636363636,-0.185281184678732,False
12,3,10,45,0.7242068243779014,0.6741998624632421,-0.025003480957329627,0.9309493362512626,0.4666666666666666,-0.232141334792298,False
12,4,9,36,0.7071067811865475,0.6666666666666666,-0.020220057259940416,0.747017880833996,0.6479515952918627,-0.04953314277106663,False
12,5,8,28,0.6975184488828855,0.6182840223353117,-0.03961721327378692,0.8058229640253802,0.4999999999999999,-0.15291148201269017,False
12,6,7,21,0.6499999999999999,0.7807200583588265,0.0653600291794133,0.6831300510639733,0.7142857142857143,0.015577831610870507,False
12,7,6,15,0.6923076923076924,0.3580574370197165,-0.16712512764398796,0.35805743701971643,0.6,0.12097128149014177,False
12,8,5,10,0.7745966692414834,0.7745966692414834,0.0,0.9486832980505138,0.31622776601683794,-0.3162277660168379,False
12,9,4,6,0.6666666666666669,0.6666666666666669,0.0,1.0,0.3333333333333334,-0.33333333333333326,False
12,10,3,3,0.816496580927726,0.33333333333333337,-0.24158162379719633,0.9999999999999999,0.0,-0.49999999999999994,False
13,1,12,66,0.6343350474165464,0.699205898780101,0.032435425681777263,0.9459922805717786,0.3333333333333333,-0.3063294736192227,False
13,2,11,55,0.5663793758439145,0.48617243480439776,-0.04010347051975838,0.7084871015612021,0.3659942110514743,-0.1712464452548639,False
13,3,10,45,0.557364051131954,0.5354632267566766,-0.010950412187638703,0.7916331135924696,0.29553088043720516,-0.2480511165776322,False
13,4,9,36,0.8067793113007156,0.8733260632194672,0.033273375959375795,0.8838834764831843,0.7777777777777778,-0.05305284935270327,False
13,5,8,28,0.8680790595108567,0.9092412093166348,0.02058107490288902,0.8680790595108567,0.9092412093166348,0.02058107490288902,False
13,6,7,21,0.7499999999999999,0.7807200583588265,0.015360029179413315,0.7999999999999999,0.6831300510639733,-0.05843497446801332,False
13,7,6,15,0.7877263614433762,0.6445033866354897,-0.07161148740394324,0.8280786712108251,0.5520524474738834,-0.13801311186847087,False
13,8,5,10,0.8888888888888888,0.7378647873726218,-0.0755120507581335,0.7378647873726218,0.7999999999999999,0.031067606313689045,False
13,9,4,6,0.7071067811865477,0.7071067811865477,0.0,1.0,0.0,-0.5,False
13,10,3,3,0.33333333333333337,0.33333333333333337,0.0,1.0,-0.33333333333333337,-0.6666666666666667,False
14,1,12,66,0.6678630516194731,0.6253053994807224,-0.021278826069375367,0.9198662110077999,0.3511552695176641,-0.28435547074506784,False
14,2,12,66,0.7742942695933236,0.7722522721128167,-0.0010209987402534648,0.9688682772728906,0.5343667144834019,-0.21725078139474435,False
14,3,11,55,0.8000946913656627,0.9174698042719671,0.05868755645315221,0.90267093384844,0.8073734277593311,-0.04764875304455446,False
14,4,10,45,0.6592342530872155,0.7640931774583409,0.052429462185562714,0.8475868968264201,0.5843065474681431,-0.13164017467913847,False
14,5,9,36,0.898645105261295,0.8733260632194672,-0.012659521020913944,0.9705882352941175,0.8003267306650411,-0.0851307523145382,False
14,6,8,28,0.8153742483272113,0.6671243849949912,-0.07412493166611006,0.7857142857142856,0.6428571428571428,-0.0714285714285714,False
14,7,7,21,0.7499999999999999,0.7807200583588265,0.015360029179413315,0.66688592885535,0.85106449634699,0.09208928374581998,False
14,8,6,15,0.6900655593423543,0.6,-0.04503277967117714,0.5714285714285715,0.6900655593423541,0.059318493956891316,False
14,9,4,6,0.18257418583505539,0.18257418583505539,0.0,0.0,0.3333333333333334,0.1666666666666667,False
14,10,3,3,0.816496580927726,1.0,0.09175170953613698,0.9999999999999999,0.816496580927726,-0.09175170953613693,False
15,1,13,78,0.6133878591220647,0.519524333466131,-0.04693176282796685,0.8400746766236973,0.28573838340637203,-0.2771681466086626,False
15,2,12,66,0.4716850352584577,0.4131671220064233,-0.029258956626017185,0.7401804263097366,0.12309149097933272,-0.30854446766520194,False
15,3,11,55,0.8615521921784257,0.759389481241052,-0.05108135546868686,0.7613717047158179,0.8334762598987155,0.0360522775914488,False
15,4,9,36,0.7042952122737639,0.7222222222222222,0.008963504974229153,0.8571428571428572,0.5916079783099616,-0.1327674394164478,False
15,5,8,28,0.5333964609104419,0.32732683535398854,-0.10303481277822668,0.04351941398892446,0.7715167498104596,0.36399866791076757,False
15,6,8,28,0.5000000000000001,0.3774256780481986,-0.061287160975900756,0.20906050250177272,0.7385489458759963,0.26474422168711176,False
15,7,7,21,0.8783100656536799,0.8783100656536799,0.0,0.9047619047619049,0.8095238095238096,-0.047619047619047616,False
15,8,7,21,0.4338609156373123,0.5821817364274594,0.07416041039507354,0.25,0.6831300510639733,0.21656502553198664,False
15,9,5,10,0.7378647873726218,0.5270462766947299,-0.10540925533894596,0.7999999999999999,0.39999999999999997,-0.19999999999999998,False
15,10,3,3,0.816496580927726,0.816496580927726,0.0,1.0,0.33333333333333337,-0.3333333333333333,False
16,1,12,66,0.7974070797575462,0.67700320038633,-0.06020193968560811,0.9113223768657671,0.5539117094069973,-0.1787053337293849,False
16,2,12,66,0.9134333882114982,0.8787878787878787,-0.017322754711809774,0.9601432184835761,0.8308675641104959,-0.0646378271865401,False
16,3,11,55,0.8935829933686831,0.9075630385563792,0.0069900225938480665,0.9712858623572642,0.7964328705698839,-0.08742649589369017,False
16,4,10,45,0.8333333333333333,0.828078671210825,-0.0026273310612541234,0.964772650936774,0.6592611948214576,-0.1527557280576582,False
16,5,9,36,0.898645105261295,0.8733260632194672,-0.012659521020913944,0.97182531580755,0.7777777777777778,-0.09702376901488613,False
16,6,8,28,0.8148148148148148,0.7637626158259734,-0.025526099494420695,0.836501912571304,0.7142857142857142,-0.061108099142794914,False
16,7,7,21,0.8451542547285166,0.8451542547285166,0.0,1.0,0.4285714285714286,-0.2857142857142857,False
16,8,6,15,0.6900655593423541,0.6900655593423541,0.0,0.9999999999999999,0.3333333333333333,-0.33333333333333326,False
16,9,5,10,0.8888888888888888,0.7378647873726218,-0.0755120507581335,0.8888888888888888,0.7378647873726218,-0.0755120507581335,False
16,10,4,6,0.5477225575051662,0.3333333333333334,-0.10719461208591638,0.8944271909999159,0.0,-0.4472135954999579,False
17,1,12,66,0.7200230411059789,0.6358308771056217,-0.042096082000178614,0.9842509842514764,0.338501600193165,-0.3228746920291557,False
17,2,12,66,0.7302507302510953,0.7385489458759964,0.0041491078124505365,0.9838709677419355,0.46897904961054176,-0.2574459590656969,False
17,3,11,55,0.5150787536377128,0.5609681940050744,0.022944720183680767,0.9419010099338676,0.1296518626509113,-0.40612457364147814,False
17,4,10,45,0.7135060680126757,0.6292532049656926,-0.04212643152349155,0.8918825850158447,0.4494665749754947,-0.221208005020175,False
17,5,9,36,0.2951216261027788,0.18257418583505536,-0.05627372013386173,0.4250237185032414,0.02817180849095055,-0.1984259550061454,False
17,6,8,28,0.29649972666444047,0.4447495899966607,0.07412493166611012,0.8693182879212226,-0.1889822365046136,-0.529150262212918,False
17,7,8,28,0.5669467095138409,0.4999999999999999,-0.03347335475692048,0.4233901974057256,0.6182840223353117,0.09744691246479303,False
17,8,7,21,0.6842105263157894,0.5506887917539347,-0.06676086728092734,0.7368421052631577,0.45056355688958294,-0.1431392741867874,False
17,9,6,15,0.16116459280507606,0.38924947208076144,0.11404243963784269,0.35714285714285715,0.13801311186847084,-0.10956487263719315,False
17,10,5,10,0.5270462766947299,0.31622776601683794,-0.10540925533894599,0.7999999999999999,0.0,-0.39999999999999997,False
17,11,4,6,0.18257418583505539,0.18257418583505539,0.0,1.0,-0.6666666666666669,-0.8333333333333335,False
18,1,12,66,0.7745966692414834,0.8616404368553291,0.043521883806922845,0.9596350717327242,0.6668470174522374,-0.1463940271402434,False
18,2,11,55,0.7708687846369005,0.697277051246695,-0.03679586669510271,0.9009661713564617,0.5741725345968929,-0.16339681837978443,False
18,3,9,36,0.7097954098256228,0.6479515952918627,-0.030921907266880044,0.9258200997725515,0.4225771273642583,-0.2516214862041466,False
18,4,9,36,0.764705882352941,0.7431605356175383,-0.01077267336770138,0.9276336570439173,0.5352643613280604,-0.19618464785792844,False
18,5,9,36,0.550782483869826,0.5352643613280604,-0.007759061270882772,0.7826908981308053,0.3098898934004561,-0.2364005023651746,False
18,6,8,28,0.6923076923076924,0.7412493166611012,0.024470812176704382,0.7412493166611012,0.6428571428571428,-0.049196086901979186,False
18,7,7,21,0.8229511997978236,0.8229511997978236,0.0,0.6190476190476191,0.9047619047619049,0.1428571428571429,False
18,8,6,15,0.2335496832484569,0.6,0.18322515837577152,-0.0778498944161523,0.8666666666666666,0.47225828054140945,False
18,9,5,10,0.4444444444444444,0.5270462766947299,0.04130091612514275,0.5270462766947298,0.39999999999999997,-0.06352313834736492,False
18,10,4,6,0.5477225575051662,0.18257418583505539,-0.1825741858350554,0.912870929175277,-0.18257418583505539,-0.5477225575051662,False
19,1,13,78,0.6399999999999998,0.6667948594698255,0.013397429734912869,0.940417973516181,0.3636670334262917,-0.2883754700449446,False
19,2,12,66,0.644826320914664,0.6565706694547585,0.00587217427004727,0.9365809271579454,0.3511552695176641,-0.2927128288201406,False
19,3,11,55,0.7505553499465134,0.9174698042719671,0.08345722716272685,0.9324344278629736,0.7223460919122202,-0.10504416797537669,False
19,4,10,45,0.6121460921524146,0.5820252464746485,-0.015060422838883036,0.8863636363636364,0.26967994498529685,-0.3083418456891698,False
19,5,9,36,0.6872564503672763,0.5892556509887895,-0.04900039968924341,0.9142857142857143,0.3098898934004561,-0.3021979104426291,False
19,6,9,36,0.6931032800836721,0.7377253439645218,0.022311031940424886,0.8406680016960502,0.4225771273642583,-0.20904543716589594,False
19,7,8,28,0.5455447255899809,0.6910233190806425,0.0727392967453308,0.8153742483272113,0.4447495899966607,-0.1853123291652753,False
19,8,7,21,0.8229511997978236,0.8229511997978236,0.0,0.9047619047619049,0.6190476190476191,-0.1428571428571429,False
19,9,6,15,0.7412493166611013,0.6445033866354897,-0.0483729650128058,0.9636241116594316,0.3580574370197165,-0.30278333731985757,False
19,10,5,10,0.6324555320336759,0.6324555320336759,0.0,0.9999999999999999,-0.19999999999999998,-0.6,False
19,11,4,6,0.8164965809277261,0.8164965809277261,0.0,1.0,0.3333333333333334,-0.33333333333333326,False
20,1,12,66,0.7974070797575462,0.8308675641104959,0.01673024217647484,0.9438696046109731,0.67700320038633,-0.13343320211232157,False
20,2,12,66,0.48782575493305447,0.5940401295066863,0.053107187286815905,0.6953148605119682,0.39400626128204935,-0.15065429961495944,False
20,3,11,55,0.8000362836474324,0.7105597124064275,-0.04473828562050247,0.9720050670928767,0.5137830903923016,-0.22911098835028754,False
20,4,10,45,0.5057805388588732,0.6292532049656926,0.0617363330534097,0.8276408817690653,0.3146266024828463,-0.25650713964310945,False
20,5,9,36,0.7693218186208295,0.5892556509887895,-0.09003308381601999,0.8238858408710995,0.4789207443461594,-0.17248254826247006,False
20,6,8,28,0.6923076923076924,0.3706246583305506,-0.1608415169885709,0.3706246583305506,0.6428571428571428,0.1361162422632961,False
20,7,7,21,0.5564148840746572,0.5965587590013044,0.020071937463323586,0.2782074420373286,0.8134892168199606,0.267640887391316,False
20,8,6,15,0.8280786712108251,0.8280786712108251,0.0,0.7333333333333333,0.8666666666666666,0.06666666666666665,False
20,9,4,6,0.39999999999999997,0.18257418583505539,-0.10871290708247229,0.18257418583505539,0.3333333333333334,0.07537957374913902,False
20,10,3,3,0.816496580927726,0.33333333333333337,-0.24158162379719633,0.9999999999999999,0.0,-0.49999999999999994,False
21,1,13,78,0.892625724536677,0.8645341216049527,-0.014045801465862151,0.9665456669582608,0.7792865001991965,-0.09362958337953214,False
21,2,13,78,0.7871246517492031,0.7792865001991965,-0.003919075775003278,0.909647125359765,0.6317977517911877,-0.13892468678428865,False
21,3,10,45,0.7674418604651163,0.7047274841194893,-0.03135718817281352,0.9775252199076786,0.4666666666666666,-0.25542927662050596,False
21,4,10,45,0.7820743005880014,0.7333333333333333,-0.024370483627334072,0.9660917830792959,0.5555555555555555,-0.2052681137618702,False
21,5,9,36,0.5296408977028497,0.6672976811635084,0.06882839173032934,0.816982446237566,0.3333333333333333,-0.24182455645211634,False
21,6,9,36,0.7276068751089988,0.5716619504750294,-0.07797246231698468,0.6481812160876685,0.611111111111111,-0.018535052488278747,False
21,7,8,28,0.510688230856951,0.32732683535398854,-0.09168069775148124,0.2749859704614352,0.5455447255899809,0.13527937756427286,False
21,8,7,21,0.7181848464596078,0.5506887917539347,-0.08374802735283654,0.7807200583588265,0.4285714285714286,-0.17607431489369896,False
21,9,6,15,0.5,0.5520524474738834,0.02602622373694169,0.5520524474738833,0.4666666666666666,-0.042692890403608325,False
21,10,4,6,0.5477225575051662,0.3333333333333334,-0.10719461208591638,0.9128709291752769,0.0,-0.45643546458763845,False
21,11,4,6,0.5163977794943223,0.18257418583505539,-0.16691179682963347,0.5773502691896258,0.0,-0.2886751345948129,False
22,1,12,66,0.8784664459746295,0.6870429186215167,-0.09571176367655643,0.9428090415820634,0.604814736759006,-0.16899715241152868,False
22,2,12,66,0.8443893776289654,0.8000946913656627,-0.022147343131651342,0.9437293044088437,0.67700320038633,-0.13336305201125687,False
22,3,11,55,0.7505553499465134,0.697277051246695,-0.026639149349909186,0.8741572761215377,0.5741725345968929,-0.1499923707623224,False
22,4,10,45,0.7676494735787385,0.7640931774583409,-0.0017781480601987698,0.8333333333333333,0.6900655593423543,-0.0716338869954895,False
22,5,9,36,0.6473388749701496,0.7833494518006403,0.06800528841524534,0.9296696802013682,0.4444444444444444,-0.2426126178784619,False
22,6,9,36,0.747017880833996,0.5916079783099616,-0.07770495126201721,0.7171371656006361,0.5916079783099616,-0.06276459364533726,False
22,7,8,28,0.7795794428691073,0.836501912571304,0.02846123485109836,0.7526178090063818,0.8153742483272113,0.03137821966041476,False
22,8,6,15,0.5929994533288809,0.3580574370197165,-0.11747100815458222,0.5400617248673217,0.4472135954999579,-0.046424064683681904,False
22,9,5,10,0.7378647873726218,0.7378647873726218,0.0,0.39999999999999997,0.9999999999999999,0.29999999999999993,False
22,10,3,3,1.0,1.0,0.0,1.0,1.0,0.0,True
23,1,13,78,0.7923925812916239,0.7354991780818254,-0.02844670160489926,0.9733285267845752,0.5455005501394375,-0.2139139883225688,False
23,2,13,78,0.775528148852824,0.6844475644404532,-0.045540292206185384,0.9190028346233009,0.5099019513592784,-0.20455044163201125,False
23,3,12,66,0.8962581595302719,0.8372344584771572,-0.02951185052655736,0.9687422456265334,0.7538461538461539,-0.10744804589018975,False
23,4,11,55,0.7647058823529411,0.736373539248127,-0.01416617155240707,0.8738275920531945,0.5983660736054126,-0.13773075922389094,False
23,5,9,36,0.646508183835236,0.7253235664820744,0.0394076913234192,0.9102589898327995,0.4225771273642583,-0.2438409312342706,False
23,6,9,36,0.7276068751089988,0.8838834764831843,0.07813830068709277,0.9276336570439173,0.5916079783099616,-0.16801283936697786,False
